FIPSSTCO,ct00,STFID,HH_16,TotalPop16,Emp_16,Cons_16,Manu_16,TCU_16,Whol_16,Retail_16,FIRE_16,Serv_16,Govt_16,HH_20,TotalPop20,Emp_20,Cons_20,Manu_20,TCU_20,Whol_20,Retail_20,FIRE_20,Serv_20,Govt_20,HH_24,TotalPop24,Emp_24,Cons_24,Manu_24,TCU_24,Whol_24,Retail_24,FIRE_24,Serv_24,Govt_24,HH_25,TotalPop25,Emp_25,Cons_25,Manu_25,TCU_25,Whol_25,Retail_25,FIRE_25,Serv_25,Govt_25,HH_30,TotalPop30,Emp_30,Cons_30,Manu_30,TCU_30,Whol_30,Retail_30,FIRE_30,Serv_30,Govt_30,HH_40,TotalPop40,Emp_40,Cons_40,Manu_40,TCU_40,Whol_40,Retail_40,FIRE_40,Serv_40,Govt_40,GlobalID,last_edite,Shape_Leng,Shape_Area
13063,405.14,13063040514,2827,7425,550,4,2,0,0,57,39,352,96,2889,7539,571,4,2,0,0,57,41,360,107,2921,7565,593,4,2,0,0,58,42,370,117,2926,7567,597,4,2,0,0,58,42,372,119,2956,7616,618,4,2,0,0,58,43,380,131,3191,8102,672,4,2,0,0,59,47,405,155,,,33878.359001288,55929806.9898741
13063,405.15,13063040515,3067,8065,836,28,1,46,0,384,77,300,0,3099,8102,923,31,1,49,0,408,90,344,0,3173,8235,991,33,1,51,0,426,102,377,1,3190,8269,1008,33,1,52,0,431,105,385,1,3270,8435,1111,35,1,57,0,464,123,430,1,3468,8835,1343,39,1,65,0,549,164,523,2,,,36209.3742826946,64564079.993205
13063,405.16,13063040516,2524,6629,275,2,0,69,3,20,12,169,0,2566,6699,274,2,0,68,3,20,12,169,0,2602,6744,275,2,0,69,3,20,12,169,0,2610,6755,275,2,0,69,3,20,12,169,0,2639,6802,275,2,0,69,3,20,12,169,0,2797,7123,275,2,0,69,3,20,12,169,0,,,33213.9379229905,50024869.4302862
13063,405.17,13063040517,3232,9342,204,2,0,6,8,56,23,109,0,3338,9612,231,3,0,6,8,59,26,129,0,3392,9720,261,3,0,7,8,62,30,150,1,3403,9740,266,3,0,7,8,62,31,154,1,3460,9873,302,3,0,7,8,67,34,182,1,3513,9928,401,3,0,8,8,77,45,259,1,,,42691.561327805,77621874.9673191
13063,405.18,13063040518,1733,5671,24,14,0,0,0,0,0,10,0,1747,5696,26,15,0,0,0,0,1,10,0,1781,5775,29,16,0,0,0,0,1,12,0,1786,5783,29,16,0,0,0,0,1,12,0,1815,5869,29,16,0,0,0,0,1,12,0,1878,6009,31,17,0,0,0,0,1,13,0,,,29201.0848002179,38872016.9941468
13063,406.06,13063040606,1810,5293,958,220,15,23,0,174,33,193,300,1996,5727,1056,240,15,23,0,179,38,210,351,2111,5919,1140,251,15,24,0,185,43,230,392,2135,5960,1158,253,15,24,0,186,44,233,403,2262,6198,1259,265,17,24,0,193,49,253,458,2405,6386,1477,292,21,25,0,211,61,300,567,,,78285.521729541,269426329.786046
13063,406.07,13063040607,8226,24503,1658,99,40,34,109,583,89,696,8,8460,25081,1747,105,40,36,109,598,103,747,9,8668,25539,1833,110,40,38,106,614,115,798,12,8710,25629,1850,111,40,38,105,616,118,810,12,8917,26136,1954,114,40,39,101,639,135,873,13,9429,27201,2200,122,41,42,91,699,170,1019,16,,,87156.7095568618,314568900.464024
13063,406.08,13063040608,4074,11647,1457,47,0,2,1,588,61,739,19,4276,12175,1564,56,0,2,1,599,67,813,26,4380,12396,1657,62,0,2,1,607,74,879,32,4405,12448,1680,63,0,2,1,609,75,896,34,4514,12697,1808,69,0,2,1,627,83,984,42,5001,13850,2076,81,0,2,1,672,101,1161,58,,,144016.551199222,483101682.362403
13063,406.09,13063040609,2305,6297,5242,191,4,146,28,576,99,2405,1793,2445,6650,5550,193,4,146,28,613,111,2619,1836,2490,6716,5822,194,4,146,28,640,121,2817,1872,2497,6725,5893,194,4,146,28,647,123,2870,1881,2535,6781,6308,194,4,145,28,693,135,3181,1928,2730,7152,7307,195,4,145,28,799,160,3955,2021,,,51033.4359274913,105871801.525704
13063,406.1,13063040610,5003,13102,1663,38,0,6,6,1189,45,379,0,5071,13217,1678,39,0,6,6,1193,46,388,0,5176,13379,1697,39,0,6,6,1198,48,400,0,5198,13408,1699,39,0,6,6,1198,48,402,0,5312,13607,1716,39,0,6,6,1202,49,414,0,5495,13836,1763,39,0,6,6,1216,51,445,0,,,71720.791838684,115115052.769556
13063,406.11,13063040611,2950,7401,2287,0,19,296,290,513,103,917,149,2993,7432,2331,0,19,297,293,515,105,948,154,3033,7443,2368,0,19,298,295,517,106,981,152,3044,7454,2377,0,19,298,296,517,106,989,152,3085,7487,2426,0,19,299,299,518,106,1036,149,3198,7582,2569,0,19,302,280,525,110,1161,172,,,42327.6569760924,66676640.8650009
13063,406.12,13063040612,1867,9715,4593,97,171,251,10,714,143,3041,166,1930,9838,4754,99,171,251,10,726,147,3107,243,1986,9676,4900,99,171,252,10,736,154,3171,307,1997,9671,4935,99,171,252,10,739,155,3186,323,2043,9625,5129,99,171,252,10,756,161,3274,406,2146,9521,5557,99,172,252,10,798,174,3482,570,,,55139.4579890356,76881984.6143973
13063,406.13,13063040613,3093,8921,2020,75,21,96,64,48,126,952,638,3248,9329,2056,76,21,97,64,48,126,967,657,3361,9596,2092,76,21,99,61,49,128,985,673,3390,9666,2098,76,21,99,60,49,128,988,677,3523,10009,2136,76,21,100,56,49,128,1008,698,3636,10182,2216,76,21,101,46,49,128,1056,739,,,63110.2488681349,148871773.066703
13063,406.14,13063040614,2072,6157,365,26,0,4,6,17,1,268,43,2104,6219,382,26,0,4,6,17,1,278,50,2175,6360,401,26,0,4,6,18,1,290,56,2191,6391,406,26,0,4,6,18,1,293,58,2267,6566,431,26,0,4,6,18,1,310,66,2401,6814,492,26,0,4,6,18,1,355,82,,,53923.9962938871,147156750.603734
13067,301.01,13067030101,2921,8078,2657,118,1,6,93,1390,173,854,22,3024,8364,2802,126,1,6,93,1412,191,943,30,3166,8781,2926,130,1,7,90,1429,206,1027,36,3196,8866,2956,132,1,7,89,1433,210,1046,38,3336,9266,3126,137,1,6,85,1465,230,1156,46,3620,9852,3519,147,1,6,75,1548,274,1405,63,,,87071.2232560683,331059576.990964
13067,301.02,13067030102,5816,14686,1344,89,94,43,39,630,96,285,68,5885,14802,1390,90,94,43,39,639,100,300,85,6136,15401,1443,92,95,44,39,648,106,320,99,6196,15550,1452,92,95,44,39,650,107,323,102,6484,16257,1501,92,95,43,39,662,112,339,119,7075,17398,1618,93,97,43,39,695,122,376,153,,,69165.3280359796,126190203.189746
13067,301.03,13067030103,3294,8915,5104,246,468,432,189,1927,54,1593,195,3313,8957,5260,249,468,432,187,1941,56,1657,270,3488,9425,5398,249,469,433,181,1954,58,1720,334,3524,9519,5430,249,469,433,179,1958,58,1734,350,3694,9952,5597,249,469,432,171,1979,59,1807,431,4091,10857,5970,249,470,433,152,2038,62,1975,591,,,58417.2087562546,172839909.456546
13067,302.05,13067030205,5450,21532,36906,1660,782,2931,3156,10247,2523,15241,366,6150,23074,37627,1692,782,2943,3138,10339,2566,15751,416,6626,23654,38173,1709,783,2954,3056,10407,2610,16194,460,6734,23858,38310,1713,783,2962,3035,10425,2621,16300,471,7238,24769,39075,1732,790,2980,2943,10553,2678,16874,525,8173,26774,40685,1775,813,3016,2655,10935,2855,18003,633,,,74770.1362713741,247429432.720979
13067,302.08,13067030208,3496,10920,1550,79,11,36,22,235,54,1113,0,3700,11527,1685,93,11,39,22,246,63,1211,0,3875,11989,1803,100,12,41,22,254,74,1299,1,3915,12101,1832,102,12,42,22,257,75,1321,1,4102,12623,1994,111,12,45,22,274,84,1445,1,4314,13086,2364,131,13,53,22,321,107,1715,2,,,67623.775489887,264637476.046162
13067,302.09,13067030209,2598,7208,1109,28,0,14,21,453,69,524,0,2680,7397,1196,30,0,15,21,465,77,588,0,2818,7732,1281,32,0,15,21,477,85,649,2,2844,7785,1298,32,0,15,21,478,87,663,2,2990,8122,1399,33,0,15,21,496,95,737,2,3524,9382,1637,35,0,16,21,543,116,904,2,,,53018.9423982785,147680764.677198
13067,302.1,13067030210,3476,10582,1007,51,5,2,30,341,102,476,0,3587,10823,1092,56,5,2,30,357,117,525,0,3793,11345,1168,59,5,2,30,370,129,571,2,3843,11477,1185,59,5,2,30,373,131,583,2,4073,12081,1285,61,5,2,30,397,147,641,2,4367,12755,1515,67,6,2,30,463,181,764,2,,,63917.3378700193,187177000.686193
13067,302.11,13067030211,9088,23190,7949,1026,497,376,1166,1517,303,2685,379,9336,23818,8090,1037,497,378,1168,1523,306,2771,410,9863,25197,8212,1038,499,379,1157,1527,314,2863,435,9985,25503,8234,1038,499,379,1154,1527,315,2880,442,10555,26968,8353,1037,499,379,1139,1523,319,2983,474,11725,29338,8637,1054,506,382,1032,1566,333,3226,538,,,75902.0880101189,218106774.54734
13067,302.12,13067030212,4929,13796,1990,63,0,9,20,1148,111,639,0,5042,14117,2204,69,0,9,20,1254,133,719,0,5356,14943,2379,72,0,9,20,1335,151,790,2,5426,15132,2425,73,0,9,20,1360,156,805,2,5767,16062,2711,75,0,9,20,1534,184,887,2,6250,17054,3389,81,0,9,20,1999,243,1035,2,,,49316.9399831116,119180369.228648
13067,302.13,13067030213,4377,13835,2615,66,22,37,30,702,211,1547,0,4515,14308,2977,74,22,41,30,760,247,1801,2,4678,14812,3275,80,23,43,30,802,277,2015,5,4717,14938,3352,80,23,44,30,813,285,2071,6,4888,15497,3790,84,23,49,30,890,331,2375,8,5127,16045,4738,95,27,58,30,1081,426,3007,14,,,95359.2685458971,299715176.63692
13067,302.14,13067030214,2687,7944,1179,29,21,1,18,534,36,540,0,2775,8207,1184,29,21,1,18,534,36,545,0,2920,8621,1194,29,21,1,18,536,36,553,0,2959,8739,1195,29,21,1,18,536,36,554,0,3135,9275,1201,29,21,1,18,536,36,560,0,3486,10133,1215,29,21,1,18,536,36,574,0,,,45704.2313181851,114791584.160973
13067,302.15,13067030215,3111,9266,382,18,0,4,33,188,21,118,0,3258,9714,386,18,0,4,33,189,22,120,0,3420,10190,389,18,0,4,33,190,23,121,0,3462,10322,389,18,0,4,33,190,23,121,0,3651,10918,389,18,0,4,33,190,23,121,0,4000,11730,394,18,0,4,33,191,23,125,0,,,36501.9789068073,77908017.2905197
13067,302.16,13067030216,5795,18601,3124,116,5,284,49,995,95,1580,0,6059,19428,3273,126,5,299,49,1016,101,1676,1,6323,20229,3397,131,5,310,49,1033,107,1760,2,6385,20426,3426,132,5,313,49,1037,109,1779,2,6664,21319,3592,137,5,332,49,1065,116,1885,3,7168,22674,3953,149,5,367,49,1135,134,2109,5,,,89892.0857438469,385979012.195345
13067,302.17,13067030217,7534,19762,5799,222,430,417,628,1509,308,2253,32,7662,20031,6126,230,430,418,639,1541,349,2464,55,7945,20705,6408,235,430,419,617,1571,390,2670,76,8003,20830,6469,235,430,419,611,1575,398,2720,81,8283,21494,6864,236,432,419,585,1614,451,3020,107,8870,22571,7852,243,438,421,536,1725,570,3762,157,,,88139.3760676975,326251027.463817
13067,303.1,13067030310,2736,8136,1218,183,45,344,122,112,37,375,0,2825,8408,1286,195,45,344,122,115,44,421,0,2977,8854,1340,203,45,337,119,121,50,464,1,3008,8947,1352,204,45,335,118,121,51,477,1,3158,9416,1421,211,47,333,114,126,57,532,1,3527,10328,1571,227,51,324,104,142,72,649,2,,,44564.4865702232,95290816.1147472
13067,303.11,13067030311,2147,6154,1731,187,177,70,232,96,109,841,19,2162,6135,1892,206,178,70,232,101,130,949,26,2174,6127,2024,217,179,69,226,106,150,1044,33,2176,6125,2055,219,179,68,224,107,154,1069,35,2179,6080,2230,230,188,66,216,113,180,1194,43,2249,6198,2618,255,220,64,196,132,239,1453,59,,,43541.8892479553,91394332.1819992
13067,303.12,13067030312,2406,6565,1880,106,22,143,14,559,104,922,10,2425,6545,1985,110,22,146,14,571,114,995,13,2447,6557,2080,113,23,149,14,581,122,1062,16,2456,6572,2104,113,23,150,14,584,124,1079,17,2467,6537,2230,115,23,155,14,602,134,1167,20,2538,6620,2521,120,24,163,14,649,160,1365,26,,,42696.0641185499,93592438.9615716
13067,303.13,13067030313,2942,8357,2379,42,35,186,25,776,429,886,0,3037,8636,2554,44,35,186,25,804,508,952,0,3172,9020,2686,44,36,184,25,829,557,1009,2,3203,9105,2721,44,36,184,25,835,572,1023,2,3345,9513,2914,44,36,183,25,878,651,1095,2,3644,10192,3357,45,37,181,25,993,811,1263,2,,,45045.1831272846,102485568.406685
13067,303.14,13067030314,2523,7617,1140,30,0,0,14,284,32,780,0,2550,7621,1248,32,0,0,14,285,38,879,0,2597,7686,1351,33,0,0,14,290,43,970,1,2612,7711,1374,33,0,0,14,290,44,992,1,2648,7732,1518,34,0,0,14,291,50,1128,1,2757,7935,1863,37,0,0,14,301,63,1447,1,,,42962.5856610439,85364583.2318519
13067,303.18,13067030318,2771,7518,2019,225,0,39,118,176,269,911,281,2865,7636,2236,237,0,40,118,181,291,997,372,3001,7881,2410,243,0,41,115,185,307,1073,446,3038,7951,2454,244,0,41,114,186,311,1093,465,3196,8242,2699,251,0,41,110,192,335,1206,564,3377,8504,3230,266,0,43,100,209,385,1469,758,,,55915.5484927081,127350260.03682
13067,303.19,13067030319,1630,3775,358,24,0,0,8,208,17,101,0,1678,3849,362,25,0,0,8,209,18,102,0,1726,3927,369,25,0,0,8,211,19,106,0,1739,3949,369,25,0,0,8,211,19,106,0,1788,4006,369,25,0,0,8,211,19,106,0,1891,4166,373,25,0,0,8,213,19,108,0,,,48972.4161283256,80282867.9812749
13067,303.2,13067030320,3912,8563,9051,55,865,291,1649,263,1363,4565,0,4220,9238,9383,57,865,292,1629,269,1454,4817,0,4414,9621,9607,58,866,291,1585,273,1518,5016,0,4460,9713,9669,58,867,290,1574,274,1539,5067,0,4683,10138,10017,59,880,289,1525,280,1649,5335,0,5258,11094,10563,61,924,288,1339,296,1874,5781,0,,,46247.8160759391,99811849.3221419
13067,303.22,13067030322,1197,3435,485,13,2,17,55,71,48,279,0,1248,3545,490,13,2,17,55,71,48,284,0,1269,3581,493,13,2,17,52,72,48,289,0,1275,3593,493,13,2,17,51,72,48,290,0,1296,3626,494,13,2,17,47,72,48,295,0,1339,3694,498,13,2,17,37,73,48,308,0,,,28953.0986689246,41143884.6892531
13067,303.23,13067030323,3135,9618,1295,29,0,11,83,436,115,621,0,3184,9711,1418,31,0,11,83,456,129,708,0,3224,9795,1519,33,0,11,80,472,139,783,1,3231,9808,1542,33,0,11,79,476,142,800,1,3260,9858,1681,35,0,10,75,505,155,900,1,3441,10319,1977,38,0,10,65,579,185,1098,2,,,48200.6579407417,101417803.143347
13067,303.24,13067030324,1203,3592,253,30,0,1,19,1,17,185,0,1207,3573,302,39,0,1,19,1,21,221,0,1213,3563,344,44,0,1,19,1,26,253,0,1212,3558,354,45,0,1,19,1,27,261,0,1212,3526,406,51,0,1,19,1,32,302,0,1285,3693,507,63,0,1,19,1,44,379,0,,,33052.3586206496,40867092.4266734
13067,303.25,13067030325,2725,8469,1641,22,0,97,138,521,41,822,0,2766,8520,1668,24,0,97,138,524,42,843,0,2814,8609,1694,24,0,97,135,528,44,866,0,2825,8634,1699,24,0,97,134,529,44,871,0,2864,8707,1721,24,0,96,130,534,44,893,0,2983,8975,1783,24,0,96,120,548,46,949,0,,,42301.7983130025,95709470.0039
13067,303.26,13067030326,1425,4302,596,22,4,0,8,204,28,330,0,1464,4373,599,22,4,0,8,204,28,333,0,1480,4390,607,22,4,0,8,205,29,339,0,1486,4402,608,22,4,0,8,205,29,340,0,1496,4406,612,22,4,0,8,205,29,344,0,1662,4839,624,22,4,0,8,205,29,356,0,,,40128.5333232491,77629044.3809466
13067,303.27,13067030327,1566,4412,772,17,3,30,8,230,7,448,29,1583,4427,827,18,3,30,8,239,9,484,36,1627,4521,874,19,3,30,8,245,11,516,42,1640,4548,886,19,3,30,8,247,11,524,44,1687,4650,949,20,3,29,8,261,12,564,52,1729,4717,1081,21,3,28,8,294,14,645,68,,,30628.1282295187,52123085.4782876
13067,303.28,13067030328,2313,6706,1932,22,1,31,47,727,62,1042,0,2349,6729,1950,23,1,31,47,727,64,1057,0,2436,6915,1971,24,1,31,47,728,65,1075,0,2456,6958,1975,24,1,31,47,728,65,1079,0,2541,7142,1995,24,1,31,47,728,65,1099,0,2696,7467,2050,25,1,31,47,729,67,1150,0,,,48822.7545190767,73163330.512737
13067,303.29,13067030329,1642,4479,377,33,3,3,8,63,114,153,0,1649,4449,443,38,3,3,8,69,136,186,0,1685,4500,496,41,3,3,8,74,151,215,1,1696,4519,508,42,3,3,8,75,154,222,1,1733,4564,583,45,3,2,8,84,175,265,1,1841,4754,747,52,3,2,8,110,220,350,2,,,35686.1674917881,45083031.6997638
13067,303.3,13067030330,1960,5455,903,11,3,15,42,275,65,446,46,2014,5536,923,11,3,16,42,276,68,460,47,2069,5652,953,12,3,16,42,280,73,477,50,2078,5669,956,12,3,16,42,280,73,480,50,2117,5722,978,12,3,16,42,282,75,497,51,2208,5879,1034,12,3,17,42,290,81,536,53,,,43448.9897401419,63984972.4734749
13067,303.31,13067030331,1946,5607,334,18,2,3,13,17,8,273,0,2003,5725,348,19,2,3,13,17,9,285,0,2058,5833,363,19,2,3,13,18,10,298,0,2073,5868,366,19,2,3,13,18,10,301,0,2132,5982,380,19,2,3,13,18,10,315,0,2215,6121,413,19,2,3,13,18,11,347,0,,,38313.8896623925,69239501.6014151
13067,303.32,13067030332,1063,3018,2778,77,59,43,104,824,241,1430,0,1082,3043,2798,78,59,43,104,826,242,1446,0,1113,3113,2818,78,59,43,101,829,243,1465,0,1120,3130,2822,78,59,43,100,829,243,1470,0,1149,3196,2840,78,59,42,96,830,243,1492,0,1196,3304,2893,78,60,42,86,836,244,1547,0,,,23835.6083450314,40171155.914111
13067,303.33,13067030333,2204,5902,506,9,3,4,20,19,4,447,0,2256,6010,534,11,3,4,20,20,4,472,0,2294,6082,562,11,3,4,20,21,4,499,0,2304,6106,567,11,3,4,20,21,4,504,0,2337,6169,598,11,3,4,20,22,4,534,0,2510,6563,672,11,3,4,20,26,5,603,0,,,38406.4619488653,81661180.0915388
13067,303.34,13067030334,1287,3354,1695,0,4,165,22,671,43,790,0,1295,3356,1717,0,4,165,22,672,44,810,0,1324,3420,1743,0,4,166,22,674,45,832,0,1332,3436,1747,0,4,166,22,674,45,836,0,1356,3477,1778,0,4,166,22,674,45,867,0,1439,3665,1862,0,4,166,22,678,46,946,0,,,26463.2643491778,42428896.7220945
