GEOID10,NAME10,PLNG_REGIO,created_us,created_da,last_edite,last_edit2,Percent_BA,Median_hou,Population,Less_than_,Percent_Le,BA_or_High,GlobalID,Pop_Change,Shape_Leng,Shape_Area
13067030800,308,ARC 10,,,SDE,2015/05/19 15:53:47,22.7,35233,2480,752,30.3,562,,-498,43600.0725249228,56467911.721031
13067030902,309.02,ARC 10,,,SDE,2015/05/19 15:53:47,26.3,33438,3792,1113,29.4,999,,-704.5,41582.2223424138,54844148.7642719
13067031311,313.11,ARC 10,,,SDE,2015/05/19 15:53:47,22.2,34503,5429,1055,19.4,1207,,592.5,44963.2508171458,89245311.986298
13067031406,314.06,ARC 10,,,SDE,2015/05/19 15:53:47,25.8,37840,4524,404,8.9,1167,,892.1,37870.0090583242,67110018.044905
13067031405,314.05,ARC 10,,,SDE,2015/05/19 15:53:47,29.8,64291,5841,939,16.1,1738,,5.1,57439.210016212,109264121.03516
13067030320,303.20,ARC 10,,,SDE,2015/05/19 15:53:47,74,80463,5351,48,0.9,3958,,357.5,46196.5541505667,99097706.2014473
13067030318,303.18,ARC 10,,,SDE,2015/05/19 15:53:47,71.7,124779,5192,96,1.8,3723,,67.4,56581.1834215537,127344775.23979
13067031005,310.05,ARC 10,,,SDE,2015/05/19 15:53:47,21.3,47470,3367,905,26.9,717,,445,35880.477257667,54614838.0967499
13067031002,310.02,ARC 10,,,SDE,2015/05/19 15:53:47,9.5,27755,5266,1501,28.5,502,,579.4,34904.7896655942,50888269.4436901
13067030904,309.04,ARC 10,,,SDE,2015/05/19 15:53:47,21.5,38118,4215,946,22.4,905,,-38.5,26313.2198809847,36747327.7210269
13067030901,309.01,ARC 10,,,SDE,2015/05/19 15:53:47,50.5,59979,5198,471,9.1,2626,,-19.3,47952.0935420511,115334495.385114
13067031503,315.03,ARC 10,,,SDE,2015/05/19 15:53:47,29.1,60441,5441,834,15.3,1583,,78.4,51642.4758673556,125260475.348455
13067031307,313.07,ARC 10,,,SDE,2015/05/19 15:53:47,49.5,75669,3797,257,6.8,1879,,28.5,49446.9612014934,112522248.216541
13067031308,313.08,ARC 10,,,SDE,2015/05/19 15:53:47,16.3,41953,3178,533,16.8,518,,114.8,34834.2372478066,69097520.9406487
13067030319,303.19,ARC 10,,,SDE,2015/05/19 15:53:47,64.9,94219,2786,22,0.8,1809,,-9.3,49373.8226493454,81245633.7554529
13067030333,303.33,ARC 10,,,SDE,2015/05/19 15:53:47,68.1,113987,4309,61,1.4,2934,,28.3,38770.536423976,83220955.3159229
13067030332,303.32,ARC 10,,,SDE,2015/05/19 15:53:47,65.5,105000,2272,92,4,1489,,-35.7,23929.2666954056,39290859.8276595
13067030335,303.35,ARC 10,,,SDE,2015/05/19 15:53:47,73.3,112112,3152,21,0.7,2311,,-173,36107.1310219759,56861742.2598032
13067031106,311.06,ARC 10,,,SDE,2015/05/19 15:53:47,34,63228,4889,503,10.3,1663,,258.6,45566.5036748466,96747875.5169866
13067030331,303.31,ARC 10,,,SDE,2015/05/19 15:53:47,64.1,106549,3884,72,1.9,2491,,-73.6,38727.9769487696,68738940.8322468
13067030322,303.22,ARC 10,,,SDE,2015/05/19 15:53:47,46,97054,2285,104,4.6,1050,,-15.7,28683.4050207068,40186788.0318161
13067031112,311.12,ARC 10,,,SDE,2015/05/19 15:53:47,62,71842,3571,142,4,2214,,10,29847.8159572244,43966340.7952658
13067030504,305.04,ARC 10,,,SDE,2015/05/19 15:53:47,43.2,59844,4786,762,15.9,2068,,189.2,44875.78765407,71425213.1887029
13067030327,303.27,ARC 10,,,SDE,2015/05/19 15:53:47,55.3,98241,2792,44,1.6,1544,,18.4,30886.4193798488,52260190.1915675
13067030329,303.29,ARC 10,,,SDE,2015/05/19 15:53:47,56.6,98988,3249,152,4.7,1839,,-97.6,35755.3741514073,45995871.137976
13067030339,303.39,ARC 10,,,SDE,2015/05/19 15:53:47,62.8,56409,3797,90,2.4,2386,,607.2,33818.4426968906,49044191.5230759
13067030314,303.14,ARC 10,,,SDE,2015/05/19 15:53:47,54.1,91137,5010,288,5.7,2711,,271.6,43392.2435410074,86208644.4937774
13067030336,303.36,ARC 10,,,SDE,2015/05/19 15:53:47,77.4,145483,4833,0,0,3741,,-159.3,49206.4865238903,82544796.3868154
13063040411,404.11,ARC 10,,,SDE,2015/05/19 15:53:47,28.3,56258,7611,619,8.1,2155,,679.1,76649.3797621834,195274448.276346
13063040512,405.12,ARC 10,,,SDE,2015/05/19 15:53:47,20.5,36655,2817,412,14.6,577,,360,31156.8879068906,48688870.2919396
13063040608,406.08,ARC 10,,,SDE,2015/05/19 15:53:47,24,63848,6878,488,7.1,1654,,339.3,144277.988005499,484822374.096407
13063040614,406.14,ARC 10,,,SDE,2015/05/19 15:53:47,32.2,65607,3357,420,12.5,1082,,-135.2,56951.6781247687,150329351.292574
13063040606,406.06,ARC 10,,,SDE,2015/05/19 15:53:47,13.6,42692,2521,550,21.8,343,,22.7,78376.3195504146,268573564.563674
13063040612,406.12,ARC 10,,,SDE,2015/05/19 15:53:47,7.7,37052,4248,908,21.4,328,,969.3,55176.0225442732,76366086.7973872
13063040609,406.09,ARC 10,,,SDE,2015/05/19 15:53:47,29.5,56493,3875,330,8.5,1142,,362.2,50976.4234849032,100915474.893363
13063040412,404.12,ARC 10,,,SDE,2015/05/19 15:53:47,18,46772,5590,1277,22.8,1006,,142.9,41522.673689512,86212264.068628
13063040413,404.13,ARC 10,,,SDE,2015/05/19 15:53:47,22.8,38835,4565,706,15.5,1039,,569.5,43296.214303821,59192790.0472533
13063040613,406.13,ARC 10,,,SDE,2015/05/19 15:53:47,30.1,58246,4764,537,11.3,1435,,264.7,63642.0245403537,147032272.703535
13063040408,404.08,ARC 10,,,SDE,2015/05/19 15:53:47,21.1,39607,4811,957,19.9,1014,,80.8,37398.7272572893,71491934.9124269
13063040409,404.09,ARC 10,,,SDE,2015/05/19 15:53:47,12,45833,3372,482,14.3,404,,170,26396.3739018648,40294920.9360557
13063040410,404.10,ARC 10,,,SDE,2015/05/19 15:53:47,13,40107,3689,778,21.1,480,,150.5,83902.5446567273,240559881.147676
13063040303,403.03,ARC 10,,,SDE,2015/05/19 15:53:47,6.8,28264,4560,1571,34.5,312,,-348.3,48253.3325559249,64487206.0417447
13063040302,403.02,ARC 10,,,SDE,2015/05/19 15:53:47,5.9,33030,2724,605,22.2,162,,-646.8,33987.9636323365,61995122.7225819
13063040611,406.11,ARC 10,,,SDE,2015/05/19 15:53:47,11,29464,3951,1247,31.6,434,,155,43767.6973388428,66531986.9726976
13063040407,404.07,ARC 10,,,SDE,2015/05/19 15:53:47,11.8,42500,2465,659,26.7,292,,94,59909.4620669751,97788312.1460152
13063040510,405.10,ARC 10,,,SDE,2015/05/19 15:53:47,16.1,41012,1940,391,20.2,312,,-286.7,35348.0968276889,32809998.8637354
13063040514,405.14,ARC 10,,,SDE,2015/05/19 15:53:47,23.1,41477,4513,809,17.9,1042,,988.4,33254.4900697794,52495788.03812
13063040307,403.07,ARC 10,,,SDE,2015/05/19 15:53:47,13.7,34162,2952,1035,35.1,405,,495,25885.4388296699,33339811.4158342
13063980000,9800,ARC 10,,,SDE,2015/05/19 15:53:47,0,0,0,0,0,0,,0,59690.1746227995,159004378.186484
13063040622,406.22,ARC 10,,,SDE,2015/05/19 15:53:47,23.9,44246,4243,612,14.4,1014,,-87.8,41305.4872635992,90018858.9685399
13063040621,406.21,ARC 10,,,SDE,2015/05/19 15:53:47,21.9,56374,5153,804,15.6,1131,,1229,43611.1587011399,86443820.6536651
13063040619,406.19,ARC 10,,,SDE,2015/05/19 15:53:47,20.6,47778,1813,401,22.1,373,,142.9,34977.1220788216,39979308.6693874
13063040523,405.23,ARC 10,,,SDE,2015/05/19 15:53:47,14.8,42540,1992,547,27.5,294,,978,25821.4868518217,29073796.0226138
13063040522,405.22,ARC 10,,,SDE,2015/05/19 15:53:47,15.7,30298,3134,574,18.3,491,,-504.7,34373.2384144306,53986558.2543747
13063040520,405.20,ARC 10,,,SDE,2015/05/19 15:53:47,15.3,29650,2001,299,14.9,306,,-523.8,24641.4699826934,23461839.6955527
13063040519,405.19,ARC 10,,,SDE,2015/05/19 15:53:47,17.4,24979,2290,368,16.1,399,,1263.3,17351.47788866,17115163.8349647
13063040417,404.17,ARC 10,,,SDE,2015/05/19 15:53:47,17.8,23364,2246,520,23.2,399,,12.5,29821.5471546913,55794281.806874
13063040203,402.03,ARC 10,,,SDE,2015/05/19 15:53:47,14.6,36458,1968,314,16,287,,117.3,25996.583595516,31370969.9274752
13063040617,406.17,ARC 10,,,SDE,2015/05/19 15:53:47,0.6,31227,777,484,62.3,5,,520,17835.6289856536,11655272.4889782
13063040615,406.15,ARC 10,,,SDE,2015/05/19 15:53:47,25.2,41094,1292,129,10,326,,138.5,33951.2148928142,35435849.5262866
13063040521,405.21,ARC 10,,,SDE,2015/05/19 15:53:47,10.7,54135,2250,455,20.2,241,,-113,25732.3792064938,28271805.3705894
13063040415,404.15,ARC 10,,,SDE,2015/05/19 15:53:47,10.8,33271,3107,915,29.4,337,,-703.1,43075.6396531651,43620528.1301093
13063040414,404.14,ARC 10,,,SDE,2015/05/19 15:53:47,11.9,33421,1090,239,21.9,130,,403.8,24731.3238116331,22606908.9523023
13063040204,402.04,ARC 10,,,SDE,2015/05/19 15:53:47,17.8,35938,2212,244,11,393,,-625.5,26769.6454789769,29558894.3981435
13063040308,403.08,ARC 10,,,SDE,2015/05/19 15:53:47,6.9,30893,3456,1168,33.8,238,,-215.3,59281.3720587087,99652866.8762054
13063040620,406.20,ARC 10,,,SDE,2015/05/19 15:53:47,16.6,63274,2032,148,7.3,338,,366.3,68182.9027763604,98645842.0425827
13063040616,406.16,ARC 10,,,SDE,2015/05/19 15:53:47,22.9,36671,4463,528,11.8,1021,,613.8,46667.251824983,71117388.0302054
13063040526,405.26,ARC 10,,,SDE,2015/05/19 15:53:47,14.6,43682,3091,313,10.1,452,,-89.5,41002.3827492349,54578208.7672855
13063040525,405.25,ARC 10,,,SDE,2015/05/19 15:53:47,18.6,42705,1889,324,17.2,352,,-22.2,27797.4744572379,25187031.1911264
13063040524,405.24,ARC 10,,,SDE,2015/05/19 15:53:47,19.3,42679,4586,755,16.5,883,,-362.9,36280.591122364,58038784.2382208
13063040416,404.16,ARC 10,,,SDE,2015/05/19 15:53:47,3.7,36531,2171,623,28.7,81,,-444.7,27370.8580347671,41351533.2593517
13063040306,403.06,ARC 10,,,SDE,2015/05/19 15:53:47,8.8,24254,1849,825,44.6,162,,-125.9,31895.5718546682,47111878.7798122
13063040516,405.16,ARC 10,,,SDE,2015/05/19 15:53:47,13.7,30273,3585,818,22.8,492,,755.3,31513.7803589362,47686885.9201284
13063040509,405.09,ARC 10,,,SDE,2015/05/19 15:53:47,21.4,63750,3028,259,8.6,648,,-9,34296.2308203636,56134387.8374711
13063040202,402.02,ARC 10,,,SDE,2015/05/19 15:53:47,10.2,30606,1518,317,20.9,155,,-415.1,64926.2715414894,108730788.476529
13063040518,405.18,ARC 10,,,SDE,2015/05/19 15:53:47,15.7,30640,2822,502,17.8,444,,344.3,30521.8560020031,38064341.9851784
13063040515,405.15,ARC 10,,,SDE,2015/05/19 15:53:47,20.6,41290,4462,622,13.9,920,,-111.7,35802.9433269766,64695177.8260382
13063040513,405.13,ARC 10,,,SDE,2015/05/19 15:53:47,20.9,60798,3469,275,7.9,725,,-77.8,42800.7263526328,75347754.6083964
13151070403,704.03,ARC 10,,,SDE,2015/05/19 15:53:47,20,64861,6524,1122,17.2,1304,,204,120606.840957606,615110617.460873
13151070307,703.07,ARC 10,,,SDE,2015/05/19 15:53:47,30.2,72361,2798,171,6.1,846,,624.1,48042.9325861239,94529810.0133227
13151070113,701.13,ARC 10,,,SDE,2015/05/19 15:53:47,15.4,40982,2505,554,22.1,387,,6.9,54586.5527550839,72959099.3465308
13151070501,705.01,ARC 10,,,SDE,2015/05/19 15:53:47,19.1,43145,3610,487,13.5,691,,150.7,106588.486092714,579450406.883143
13151070502,705.02,ARC 10,,,SDE,2015/05/19 15:53:47,29,69662,8885,846,9.5,2574,,270.4,157172.719531669,892379788.71784
13151070311,703.11,ARC 10,,,SDE,2015/05/19 15:53:47,22.2,42330,7192,424,5.9,1600,,1014.1,49252.9145494438,115148861.328023
13151070404,704.04,ARC 10,,,SDE,2015/05/19 15:53:47,21,60868,4552,317,7,956,,165.4,152984.076093959,700020890.214068
13151070204,702.04,ARC 10,,,SDE,2015/05/19 15:53:47,23.1,78669,2893,127,4.4,668,,81.3,71743.2359049898,268895773.786229
13151070310,703.10,ARC 10,,,SDE,2015/05/19 15:53:47,19.6,55682,2741,338,12.3,538,,-157.9,57378.5231049952,156767626.619391
13151070205,702.05,ARC 10,,,SDE,2015/05/19 15:53:47,27.9,58099,6178,629,10.2,1724,,342.1,91611.8998270422,281272502.673029
13151070309,703.09,ARC 10,,,SDE,2015/05/19 15:53:47,46.6,81503,4503,316,7,2100,,792,53361.5212068255,127449217.505154
13151070114,701.14,ARC 10,,,SDE,2015/05/19 15:53:47,39.4,41624,3269,342,10.5,1288,,437.7,50714.2458257805,131864413.318657
13151070111,701.11,ARC 10,,,SDE,2015/05/19 15:53:47,18.8,44290,5168,961,18.6,971,,578.6,43437.0318305067,98282784.5822697
13151070107,701.07,ARC 10,,,SDE,2015/05/19 15:53:47,35,73967,4423,317,7.2,1550,,136.8,66284.9371251752,236152422.564913
13151070109,701.09,ARC 10,,,SDE,2015/05/19 15:53:47,22.9,69362,2045,148,7.2,469,,102.7,45986.0975703014,92796345.9933729
13151070110,701.10,ARC 10,,,SDE,2015/05/19 15:53:47,20,67588,5302,614,11.6,1061,,108.4,79198.2740407109,289385650.042818
13151070108,701.08,ARC 10,,,SDE,2015/05/19 15:53:47,29.7,56061,2959,398,13.5,878,,337.6,64899.4670874266,137094155.059936
13151070306,703.06,ARC 10,,,SDE,2015/05/19 15:53:47,31.1,65311,5766,559,9.7,1791,,461.8,92638.3333241166,387814173.296134
13151070104,701.04,ARC 10,,,SDE,2015/05/19 15:53:47,35.1,59686,7634,548,7.2,2682,,718.3,84935.9260351564,261995193.1426
13151070202,702.02,ARC 10,,,SDE,2015/05/19 15:53:47,36.4,81520,6767,477,7,2463,,256.4,128127.310512952,595840497.880787
13151070305,703.05,ARC 10,,,SDE,2015/05/19 15:53:47,26.9,73719,5747,430,7.5,1547,,180.5,87097.929250796,439589876.525746
13151070304,703.04,ARC 10,,,SDE,2015/05/19 15:53:47,16.1,38261,6989,1136,16.3,1127,,533.3,96317.3736662348,327602351.358724
13151070106,701.06,ARC 10,,,SDE,2015/05/19 15:53:47,17.9,52314,3736,725,19.4,670,,120,75003.0911736002,178581833.59519
13151070203,702.03,ARC 10,,,SDE,2015/05/19 15:53:47,25.1,80566,9620,707,7.3,2419,,223.8,167830.854986734,995126676.11689
13151070402,704.02,ARC 10,,,SDE,2015/05/19 15:53:47,18.5,61583,7543,824,10.9,1392,,158.9,174937.328009589,1025649357.66926
13015960101,9601.01,ARC 20,,,SDE,2015/05/19 15:53:47,31.7,74848,1282,146,11.4,406,,12.2,163293.724554807,1005186210.68307
13015960402,9604.02,ARC 20,,,SDE,2015/05/19 15:53:47,14.2,43032,5663,1403,24.8,802,,154.4,167130.81861858,558549135.461783
13015960901,9609.01,ARC 20,,,SDE,2015/05/19 15:53:47,16,45375,2042,453,22.2,326,,6,121278.298983443,367706005.236917
13015960102,9601.02,ARC 20,,,SDE,2015/05/19 15:53:47,17.2,59920,6646,952,14.3,1140,,24.6,281509.615139551,2372621413.12606
13015960802,9608.02,ARC 20,,,SDE,2015/05/19 15:53:47,8.7,23381,1820,580,31.9,159,,57.9,76749.9993650087,195134903.797111
13015961000,9610,ARC 20,,,SDE,2015/05/19 15:53:47,14.8,64450,4956,557,11.2,735,,31.8,255401.671298723,1935952269.35267
13015960801,9608.01,ARC 20,,,SDE,2015/05/19 15:53:47,12.7,50481,2430,487,20,308,,43.9,102843.55887499,260104972.53724
13015960300,9603,ARC 20,,,SDE,2015/05/19 15:53:47,16.7,58203,4778,790,16.5,797,,41.6,222249.672665554,1718063517.56481
13015960902,9609.02,ARC 20,,,SDE,2015/05/19 15:53:47,21.9,57540,3974,454,11.4,870,,78,88075.1147822841,394844082.510512
13015960500,9605,ARC 20,,,SDE,2015/05/19 15:53:47,7.3,40651,4943,1279,25.9,361,,231.2,77536.1248677816,261491229.158867
13015960600,9606,ARC 20,,,SDE,2015/05/19 15:53:47,28.6,41764,5234,905,17.3,1498,,140.7,76140.0210468507,269561640.261791
13015960200,9602,ARC 20,,,SDE,2015/05/19 15:53:47,11.7,44905,7993,1980,24.8,933,,44.7,226460.082912987,1900223713.73453
13015960401,9604.01,ARC 20,,,SDE,2015/05/19 15:53:47,15.2,45718,5530,860,15.6,843,,425.7,84384.9901723506,191074437.245815
13015960803,9608.03,ARC 20,,,SDE,2015/05/19 15:53:47,17.5,48558,3905,976,25,685,,22.8,148944.630062679,888751808.518403
13015960700,9607,ARC 20,,,SDE,2015/05/19 15:53:47,12,37589,4124,975,23.6,495,,53.3,158811.962450753,785342099.280457
13135050319,503.19,ARC 10,,,SDE,2015/05/19 15:53:47,14.5,38545,3235,1269,39.2,470,,-660,32589.1771633987,37367601.2584155
13135050219,502.19,ARC 10,,,SDE,2015/05/19 15:53:47,41.4,67209,2602,211,8.1,1077,,-331.8,25244.1899734645,30986380.1035923
13135050211,502.11,ARC 10,,,SDE,2015/05/19 15:53:47,16.1,30067,3108,567,18.2,501,,-947.7,24658.1824755527,37157519.6086121
13135050215,502.15,ARC 10,,,SDE,2015/05/19 15:53:48,43.7,50850,2224,103,4.6,972,,444.6,40366.4271208468,78638954.0581277
13135050216,502.16,ARC 10,,,SDE,2015/05/19 15:53:48,57.8,103000,5348,156,2.9,3090,,637.8,60257.1104183541,150126977.757473
13135050527,505.27,ARC 10,,,SDE,2015/05/19 15:53:48,43.4,73125,4083,375,9.2,1773,,76.5,36904.9284100738,64603868.8885325
13135050549,505.49,ARC 10,,,SDE,2015/05/19 15:53:48,33.9,64672,3001,303,10.1,1018,,235.3,36053.1911261696,43167341.0073881
13135050540,505.40,ARC 10,,,SDE,2015/05/19 15:53:48,31.9,52607,4145,201,4.8,1321,,544.1,34324.6491541521,47214853.3892894
13135050722,507.22,ARC 10,,,SDE,2015/05/19 15:53:48,28.3,59609,2365,395,16.7,670,,422.9,34298.8219015979,39144951.9731624
13135050729,507.29,ARC 10,,,SDE,2015/05/19 15:53:48,25.9,49063,2066,127,6.1,535,,222,24483.7583686272,28993007.2155844
13135050725,507.25,ARC 10,,,SDE,2015/05/19 15:53:48,31,62092,3127,184,5.9,968,,280,29650.458075613,53237674.0660058
13135050730,507.30,ARC 10,,,SDE,2015/05/19 15:53:48,26.4,68792,4191,413,9.9,1108,,613.3,54202.9400848743,111798631.914393
13135050728,507.28,ARC 10,,,SDE,2015/05/19 15:53:48,34,72409,8770,268,3.1,2984,,629.2,82877.2368260868,320360058.293466
13135050731,507.31,ARC 10,,,SDE,2015/05/19 15:53:48,27.7,69423,5718,637,11.1,1584,,753.9,60359.1931241153,171577416.509642
13135050609,506.09,ARC 10,,,SDE,2015/05/19 15:53:48,34.6,77059,7726,906,11.7,2677,,591.4,100848.025241196,321496348.57328
13135050610,506.10,ARC 10,,,SDE,2015/05/19 15:53:48,47.2,92233,9900,316,3.2,4677,,593.4,82791.1199757022,355837712.936432
13135050541,505.41,ARC 10,,,SDE,2015/05/19 15:53:48,17.3,31194,3928,870,22.1,678,,442,17798.7886630528,13788331.2424275
13135050524,505.24,ARC 10,,,SDE,2015/05/19 15:53:48,19.4,43182,3059,562,18.4,593,,348.5,28673.523508473,37021804.1499578
13135050547,505.47,ARC 10,,,SDE,2015/05/19 15:53:48,35.9,81607,4664,513,11,1676,,323.3,49922.3254714844,112608211.048153
13135050523,505.23,ARC 10,,,SDE,2015/05/19 15:53:48,34.3,50336,4543,345,7.6,1559,,691,42252.4686982713,83138996.3064406
13135050724,507.24,ARC 10,,,SDE,2015/05/19 15:53:48,37.1,58232,9450,333,3.5,3507,,962.5,84459.8540736327,282182830.113775
13135050543,505.43,ARC 10,,,SDE,2015/05/19 15:53:48,36.7,75458,4498,530,11.8,1649,,1206.5,39458.0700991747,72198149.0273743
13135050545,505.45,ARC 10,,,SDE,2015/05/19 15:53:48,25.6,52641,6958,972,14,1783,,1447.5,71159.1927395435,144985255.605466
13135050727,507.27,ARC 10,,,SDE,2015/05/19 15:53:48,39.1,88889,6134,556,9.1,2397,,613.8,63829.8408454816,181332933.808704
13135050548,505.48,ARC 10,,,SDE,2015/05/19 15:53:48,29.4,81417,7577,1019,13.4,2227,,626.2,77634.6476707015,216368781.221667
13135050546,505.46,ARC 10,,,SDE,2015/05/19 15:53:48,33.4,67764,8902,1669,18.7,2970,,1339.1,79693.9992258901,223729917.98916
13135050726,507.26,ARC 10,,,SDE,2015/05/19 15:53:48,28.1,69406,5563,341,6.1,1564,,379.3,105194.272596124,342174881.333681
13135050608,506.08,ARC 10,,,SDE,2015/05/19 15:53:48,29.1,66935,9626,1226,12.7,2797,,228.3,147181.290928718,928258966.806498
13135050607,506.07,ARC 10,,,SDE,2015/05/19 15:53:48,33.3,77500,9190,538,5.9,3062,,930.9,77354.0425245026,300819182.09536
13135050542,505.42,ARC 10,,,SDE,2015/05/19 15:53:48,23,45020,2988,477,16,688,,1649.3,32417.5718451711,39737208.8723407
13135050536,505.36,ARC 10,,,SDE,2015/05/19 15:53:48,30.3,55875,3079,349,11.3,932,,239.7,43718.9394704979,82475892.6258606
13135050537,505.37,ARC 10,,,SDE,2015/05/19 15:53:48,20.6,34273,2360,234,9.9,485,,660,26616.3749522093,38342505.3211158
13135050539,505.39,ARC 10,,,SDE,2015/05/19 15:53:48,19.1,42944,2868,669,23.3,547,,1246.7,21589.7456019748,25124081.6528831
13135050544,505.44,ARC 10,,,SDE,2015/05/19 15:53:48,37.3,67736,7476,595,8,2792,,1249.2,52833.9065297968,108043660.615069
13135050535,505.35,ARC 10,,,SDE,2015/05/19 15:53:48,34.7,50947,4104,597,14.5,1425,,551.2,43700.3831058211,70140007.9125099
13135050532,505.32,ARC 10,,,SDE,2015/05/19 15:53:48,32.2,51467,4670,523,11.2,1505,,1328.2,36360.2115220737,62298302.2676234
13135050534,505.34,ARC 10,,,SDE,2015/05/19 15:53:48,23,53898,4933,963,19.5,1134,,1034.4,32954.9996238846,48910648.6951449
13135050723,507.23,ARC 10,,,SDE,2015/05/19 15:53:48,28,66667,4382,477,10.9,1227,,284.7,60959.005162401,101124270.410593
13135050435,504.35,ARC 10,,,SDE,2015/05/19 15:53:48,17.6,50625,2499,704,28.2,439,,68.8,30742.6338686061,45774374.0025477
13135050531,505.31,ARC 10,,,SDE,2015/05/19 15:53:48,31.1,51603,4658,846,18.2,1447,,560.7,42315.1600241434,80277550.0780366
13135050533,505.33,ARC 10,,,SDE,2015/05/19 15:53:48,24.8,60631,4918,1093,22.2,1219,,776.8,38089.2089669459,70512616.7785312
13135050436,504.36,ARC 10,,,SDE,2015/05/19 15:53:48,17.7,42972,5186,1410,27.2,918,,684.1,42872.6391555825,60219824.1775249
13135050433,504.33,ARC 10,,,SDE,2015/05/19 15:53:48,27.8,34298,1560,358,22.9,433,,450,15422.323314296,13516925.0929416
13135050432,504.32,ARC 10,,,SDE,2015/05/19 15:53:48,30.3,56946,4087,648,15.9,1237,,243.2,35083.7828182892,61957821.7517459
13135050434,504.34,ARC 10,,,SDE,2015/05/19 15:53:48,13.5,35357,4789,2186,45.6,647,,720,24989.2801529848,25286444.7732405
13135050321,503.21,ARC 10,,,SDE,2015/05/19 15:53:48,73.1,114444,2937,60,2,2146,,-12,37439.388653955,56437466.7412571
13217100903,1009.03,ARC 20,,,SDE,2015/05/19 15:53:48,24.2,60469,3840,335,8.7,928,,344,97348.3599850762,185873569.497025
13217100902,1009.02,ARC 20,,,SDE,2015/05/19 15:53:48,12.9,48775,3414,749,21.9,441,,287.8,53579.827338573,138876455.072916
13217100901,1009.01,ARC 20,,,SDE,2015/05/19 15:53:48,17,51640,6367,641,10.1,1085,,205.7,140980.989559741,684675748.531046
13217100201,1002.01,ARC 20,,,SDE,2015/05/19 15:53:48,24.9,60647,4069,622,15.3,1014,,31.4,207478.594619474,1503163639.47166
13217100501,1005.01,ARC 20,,,SDE,2015/05/19 15:53:48,22.9,55838,9044,1293,14.3,2073,,1071.6,61205.7217899408,205915790.361542
13217100800,1008,ARC 20,,,SDE,2015/05/19 15:53:48,11.6,47014,5747,967,16.8,665,,98.4,208741.985477191,1412011072.98368
13217100202,1002.02,ARC 20,,,SDE,2015/05/19 15:53:48,30.2,62986,3233,187,5.8,975,,32.7,163270.560881812,1089690454.51313
13217100700,1007,ARC 20,,,SDE,2015/05/19 15:53:48,8.3,30509,3792,1176,31,314,,146.8,60764.7160952325,165203199.787259
13217100600,1006,ARC 20,,,SDE,2015/05/19 15:53:48,19.5,38938,3599,656,18.2,703,,190.1,95335.4026172713,319966760.725387
13217100502,1005.02,ARC 20,,,SDE,2015/05/19 15:53:48,12.3,38957,4504,840,18.7,553,,434.9,85294.4150667823,242602447.296927
13217100400,1004,ARC 20,,,SDE,2015/05/19 15:53:48,18.1,30438,1993,378,19,361,,34.8,57105.6410082178,117278411.905151
13217100300,1003,ARC 20,,,SDE,2015/05/19 15:53:48,19.4,50670,5508,1001,18.2,1069,,190,129832.342984355,375336724.150041
13217100100,1001,ARC 20,,,SDE,2015/05/19 15:53:48,25.6,67500,7732,869,11.2,1981,,77,189778.996598842,1341585772.55046
13135050322,503.22,ARC 10,,,SDE,2015/05/19 15:53:48,71.5,126414,2878,42,1.5,2057,,-170.5,34366.5502142319,55967977.2698978
13135050318,503.18,ARC 10,,,SDE,2015/05/19 15:53:48,36.5,51786,1622,312,19.2,592,,-76.7,14847.0225078381,9223749.20263708
13135050320,503.20,ARC 10,,,SDE,2015/05/19 15:53:48,12,32642,3075,1098,35.7,370,,165.7,28433.3913328046,40131235.6630664
13135050317,503.17,ARC 10,,,SDE,2015/05/19 15:53:48,19.4,35457,2240,467,20.8,435,,-1340,20860.6684239271,14014033.6622695
13135050220,502.20,ARC 10,,,SDE,2015/05/19 15:53:48,40.4,46215,4063,261,6.4,1643,,573.3,40395.4163652897,49179345.2384061
13135050214,502.14,ARC 10,,,SDE,2015/05/19 15:53:48,51.4,80833,5460,137,2.5,2804,,212.9,65384.2234141553,117341305.190223
13135050218,502.18,ARC 10,,,SDE,2015/05/19 15:53:48,17.3,66365,2649,390,14.7,457,,81.5,25547.1636103684,36733594.8143167
13135050209,502.09,ARC 10,,,SDE,2015/05/19 15:53:48,45.3,46154,6444,478,7.4,2920,,699.6,47575.3699553051,77518191.992059
13135050217,502.17,ARC 10,,,SDE,2015/05/19 15:53:48,55.3,71127,6174,382,6.2,3416,,1133.6,49636.5240347105,139563177.075384
13135050529,505.29,ARC 10,,,SDE,2015/05/19 15:53:48,37.9,59830,2282,200,8.8,865,,86.7,37393.6497172808,58835710.7418143
13135050530,505.30,ARC 10,,,SDE,2015/05/19 15:53:48,39.5,73365,3863,259,6.7,1524,,892.1,28062.701561499,38380698.041971
13135050538,505.38,ARC 10,,,SDE,2015/05/19 15:53:48,36.2,75438,5225,659,12.6,1892,,163.5,33034.2591361932,55027293.6547299
13135050525,505.25,ARC 10,,,SDE,2015/05/19 15:53:48,27.8,78403,4810,525,10.9,1338,,250.3,56030.4414630913,95976727.1670502
13135050528,505.28,ARC 10,,,SDE,2015/05/19 15:53:48,39.7,85021,3075,227,7.4,1221,,210.5,36000.6245435308,59386718.0618102
