TRACTCE10,GEOID10,NAME10,PLNG_REGIO,created_us,created_da,last_edite,last_edit2,Population,Populatio2,White__201,Black__201,Asian_Paci,Hispanic__,All_Non_Wh,Percent__W,Percent__B,Percent_NW,White__200,Black__200,Asian_Pac2,Hispanic_2,All_Non_W2,Percent__2,Percent__3,Percent_N2,Change_in_,Change_in2,Change_in3,GlobalID,Pop_Chng_p,OthrRaces_,Pct_Asian_,Pct_OthrRa,Pct_Hispan,OthrRaces2,Pct_Asian2,Pct_OthrR2,Pct_Hispa2,Chg_Asian_,Chg_Othr_i,Chng_Pct_W,Chng_Pct_B,ChngPct_As,ChngPct_Ot,Chng_Pct_H,Chng_MajWh,Shape_Leng,Shape_Area
031002,13067031002,310.02,ARC 10,,,SDE,2015/05/27 16:20:54,8522,7479,1664,2783,193,3735,6858,19.5,32.7,80.5,2328,2348,157,2513,5151,31.1,31.4,68.9,-664,435,1222,,579.4,147,2.3,1.7,33.6,133,2.1,1.8,33.6,36,14,-11.6,1.3,0.2,-0.1,10.2,0,34904.7896655942,50888269.4436901
030904,13067030904,309.04,ARC 10,,,SDE,2015/05/27 16:20:54,6116,6166,1260,2547,120,2022,4856,20.6,41.6,79.4,2312,2574,145,1000,3854,37.5,41.7,62.5,-1052,-27,1022,,-38.5,167,2,2.7,16.2,135,2.4,2.2,16.2,-25,32,-16.9,-0.1,-0.4,0.5,16.9,0,26313.2198809847,36747327.7210269
030901,13067030901,309.01,ARC 10,,,SDE,2015/05/27 16:20:54,7655,7734,4712,2020,152,533,2943,61.6,26.4,38.4,6013,1237,153,226,1721,77.7,16,22.3,-1301,783,307,,-19.3,238,2,3.1,2.9,105,2,1.4,2.9,-1,133,-16.1,10.4,0,1.7,4.1,0,47952.0935420511,115334495.385114
031503,13067031503,315.03,ARC 10,,,SDE,2015/05/27 16:20:54,8350,7997,2449,3982,188,1480,5901,29.3,47.7,70.7,4002,3203,114,507,3995,50,40.1,50,-1553,779,973,,78.4,251,2.3,3,6.3,171,1.4,2.1,6.3,74,80,-20.7,7.6,0.9,0.9,11.4,0,51642.4758673556,125260475.348455
031307,13067031307,313.07,ARC 10,,,SDE,2015/05/27 16:20:54,5920,5806,3703,1304,145,616,2217,62.6,22,37.4,4514,844,128,198,1292,77.7,14.5,22.3,-811,460,418,,28.5,152,2.4,2.6,3.4,122,2.2,2.1,3.4,17,30,-15.1,7.5,0.2,0.5,7,0,49446.9612014934,112522248.216541
031308,13067031308,313.08,ARC 10,,,SDE,2015/05/27 16:20:54,4776,4489,1419,2042,42,1179,3357,29.7,42.8,70.3,2448,1435,40,439,2041,54.5,32,45.5,-1029,607,740,,114.8,94,0.9,2,9.8,127,0.9,2.8,9.8,2,-33,-24.8,10.8,0,-0.8,14.9,1,34834.2372478066,69097520.9406487
030319,13067030319,303.19,ARC 10,,,SDE,2015/05/27 16:20:54,3916,3943,3254,172,288,118,662,83.1,4.4,16.9,3564,115,120,92,379,90.4,2.9,9.6,-310,57,26,,-9.3,84,7.4,2.1,2.3,52,3,1.3,2.3,168,32,-7.3,1.5,4.4,0.8,0.7,0,49373.8226493454,81245633.7554529
030333,13067030333,303.33,ARC 10,,,SDE,2015/05/27 16:20:54,6034,5949,4926,232,528,207,1108,81.6,3.8,18.4,5177,190,360,126,772,87,3.2,13,-251,42,81,,28.3,141,8.8,2.3,2.1,96,6.1,1.6,2.1,168,45,-5.4,0.6,2.7,0.7,1.3,0,38770.536423976,83220955.3159229
030332,13067030332,303.32,ARC 10,,,SDE,2015/05/27 16:20:54,3148,3198,2440,106,424,95,708,77.5,3.4,22.5,2792,114,215,51,406,87.3,3.6,12.7,-352,-8,44,,-35.7,83,13.5,2.6,1.6,26,6.7,0.8,1.6,209,57,-9.8,-0.2,6.8,1.8,1.4,0,23929.2666954056,39290859.8276595
030335,13067030335,303.35,ARC 10,,,SDE,2015/05/27 16:20:54,4886,5232,4275,158,200,144,611,87.5,3.2,12.5,4844,141,133,78,388,92.6,2.7,7.4,-569,17,66,,-173,109,4.1,2.2,1.5,36,2.5,0.7,1.5,67,73,-5.1,0.5,1.6,1.5,1.4,0,36107.1310219759,56861742.2598032
031106,13067031106,311.06,ARC 10,,,SDE,2015/05/27 16:20:54,8225,7320,3535,2821,303,1328,4690,43,34.3,57,4366,2080,246,489,2954,59.6,28.4,40.4,-831,741,839,,258.6,238,3.7,2.9,6.7,139,3.4,1.9,6.7,57,99,-16.6,5.9,0.3,1,9.4,1,45566.5036748466,96747875.5169866
030331,13067030331,303.31,ARC 10,,,SDE,2015/05/27 16:20:54,5587,5771,4674,241,342,216,913,83.7,4.3,16.3,5201,189,155,149,570,90.1,3.3,9.9,-527,52,67,,-73.6,114,6.1,2,2.6,77,2.7,1.3,2.6,187,37,-6.4,1,3.4,0.7,1.3,0,38727.9769487696,68738940.8322468
030322,13067030322,303.22,ARC 10,,,SDE,2015/05/27 16:20:54,3361,3383,2824,228,106,133,537,84,6.8,16,3027,141,46,110,356,89.5,4.2,10.5,-203,87,23,,-15.7,70,3.2,2.1,3.3,59,1.4,1.7,3.3,60,11,-5.5,2.6,1.8,0.4,0.7,0,28683.4050207068,40186788.0318161
031112,13067031112,311.12,ARC 10,,,SDE,2015/05/27 16:20:54,4749,4733,3110,1227,154,165,1639,65.5,25.8,34.5,2804,1443,114,308,1929,59.2,30.5,40.8,306,-216,-143,,10,93,3.2,2,6.5,64,2.4,1.4,6.5,40,29,6.3,-4.7,0.8,0.6,-3,0,29847.8159572244,43966340.7952658
030504,13067030504,305.04,ARC 10,,,SDE,2015/05/27 16:20:54,5972,5480,2980,1036,567,1223,2992,49.9,17.3,50.1,3586,1034,261,497,1894,65.4,18.9,34.6,-606,2,726,,189.2,166,9.5,2.8,9.1,101,4.8,1.8,9.1,306,65,-15.5,-1.6,4.7,1,11.4,1,44875.78765407,71425213.1887029
030327,13067030327,303.27,ARC 10,,,SDE,2015/05/27 16:20:54,4402,4367,3403,371,321,212,999,77.3,8.4,22.7,3751,291,184,101,616,85.9,6.7,14.1,-348,80,111,,18.4,95,7.3,2.2,2.3,40,4.2,0.9,2.3,137,55,-8.6,1.7,3.1,1.3,2.5,0,30886.4193798488,52260190.1915675
030329,13067030329,303.29,ARC 10,,,SDE,2015/05/27 16:20:54,4416,4582,3406,316,364,214,1010,77.1,7.2,22.9,3803,286,271,143,779,83,6.2,17,-397,30,71,,-97.6,116,8.2,2.6,3.1,79,5.9,1.7,3.1,93,37,-5.9,1,2.3,0.9,1.7,0,35755.3741514073,45995871.137976
030339,13067030339,303.39,ARC 10,,,SDE,2015/05/27 16:20:54,5268,4175,2381,1874,504,317,2887,45.2,35.6,54.8,2676,772,349,275,1499,64.1,18.5,35.9,-295,1102,42,,607.2,192,9.6,3.6,6.6,103,8.4,2.5,6.6,155,89,-18.9,17.1,1.2,1.1,-0.6,1,33818.4426968906,49044191.5230759
030314,13067030314,303.14,ARC 10,,,SDE,2015/05/27 16:20:54,7714,6872,5998,569,555,412,1716,77.8,7.4,22.2,5876,420,233,230,996,85.5,6.1,14.5,122,149,182,,271.6,180,7.2,2.3,3.3,113,3.4,1.6,3.3,322,67,-7.7,1.3,3.8,0.7,2,0,43392.2435410074,86208644.4937774
030336,13067030336,303.36,ARC 10,,,SDE,2015/05/27 16:20:54,7343,7821,6163,211,566,293,1180,83.9,2.9,16.1,7083,162,368,148,738,90.6,2.1,9.4,-920,49,145,,-159.3,110,7.7,1.5,1.9,60,4.7,0.8,1.9,198,50,-6.7,0.8,3,0.7,2.1,0,49206.4865238903,82544796.3868154
040411,13063040411,404.11,ARC 10,,,SDE,2015/05/27 16:20:54,12101,7347,1480,9462,357,582,10621,12.2,78.2,87.8,3611,3245,175,200,3736,49.1,44.2,50.9,-2131,6217,382,,679.1,220,3,1.8,2.7,116,2.4,1.6,2.7,182,104,-36.9,34,0.6,0.2,2.1,0,76649.3797621834,195274448.276346
040512,13063040512,405.12,ARC 10,,,SDE,2015/05/27 16:20:54,5076,4464,284,4238,175,262,4792,5.6,83.5,94.4,693,3371,129,155,3771,15.5,75.5,84.5,-409,867,107,,360,117,3.4,2.3,3.5,116,2.9,2.6,3.5,46,1,-9.9,8,0.5,-0.3,1.7,0,31156.8879068906,48688870.2919396
040608,13063040608,406.08,ARC 10,,,SDE,2015/05/27 16:20:54,11426,5522,1994,8200,268,693,9432,17.5,71.8,82.5,3331,1814,107,158,2191,60.3,32.9,39.7,-1337,6386,535,,339.3,271,2.3,2.4,2.9,112,1.9,2,2.9,161,159,-42.8,38.9,0.4,0.4,3.2,1,144277.988005499,484822374.096407
040614,13063040614,406.14,ARC 10,,,SDE,2015/05/27 16:20:54,4680,5410,2392,1610,372,228,2288,51.1,34.4,48.9,3818,1080,313,147,1592,70.6,20,29.4,-1426,530,81,,-135.2,78,7.9,1.7,2.7,52,5.8,1,2.7,59,26,-19.5,14.4,2.1,0.7,2.2,0,56951.6781247687,150329351.292574
040606,13063040606,406.06,ARC 10,,,SDE,2015/05/27 16:20:54,3624,3406,1294,1518,32,699,2330,35.7,41.9,64.3,2322,944,29,79,1084,68.2,27.7,31.8,-1028,574,620,,22.7,81,0.9,2.2,2.3,32,0.9,0.9,2.3,3,49,-32.5,14.2,0,1.3,17,1,78376.3195504146,268573564.563674
040612,13063040612,406.12,ARC 10,,,SDE,2015/05/27 16:20:54,6891,4274,1477,4591,188,509,5414,21.4,66.6,78.6,2188,1547,107,316,2086,51.2,36.2,48.8,-711,3044,193,,969.3,126,2.7,1.8,7.4,116,2.5,2.7,7.4,81,10,-29.8,30.4,0.2,-0.9,0,1,55176.0225442732,76366086.7973872
040609,13063040609,406.09,ARC 10,,,SDE,2015/05/27 16:20:54,6283,4979,1497,3710,446,509,4786,23.8,59,76.2,2825,1704,210,150,2154,56.7,34.2,43.3,-1328,2006,359,,362.2,121,7.1,1.9,3,90,4.2,1.8,3,236,31,-32.9,24.8,2.9,0.1,5.1,1,50976.4234849032,100915474.893363
040412,13063040412,404.12,ARC 10,,,SDE,2015/05/27 16:20:54,7227,6784,1079,4206,1030,705,6148,14.9,58.2,85.1,2887,2567,699,470,3897,42.6,37.8,57.4,-1808,1639,235,,142.9,207,14.3,2.9,6.9,161,10.3,2.4,6.9,331,46,-27.7,20.4,4,0.5,2.9,0,41522.673689512,86212264.068628
040413,13063040413,404.13,ARC 10,,,SDE,2015/05/27 16:20:54,6718,5522,1019,4173,287,1115,5699,15.2,62.1,84.8,2403,2526,169,301,3119,43.5,45.7,56.5,-1384,1647,814,,569.5,124,4.3,1.8,5.5,123,3.1,2.2,5.5,118,1,-28.3,16.4,1.2,-0.4,11.1,0,43296.214303821,59192790.0472533
040613,13063040613,406.13,ARC 10,,,SDE,2015/05/27 16:20:54,7996,6593,2253,4700,395,470,5743,28.2,58.8,71.8,4065,2027,165,234,2528,61.7,30.7,38.3,-1812,2673,236,,264.7,178,4.9,2.2,3.5,102,2.5,1.5,3.5,230,76,-33.5,28.1,2.4,0.7,2.4,1,63642.0245403537,147032272.703535
040408,13063040408,404.08,ARC 10,,,SDE,2015/05/27 16:20:54,7423,7213,1388,3643,1315,853,6035,18.7,49.1,81.3,2729,3141,704,465,4484,37.8,43.5,62.2,-1341,502,388,,80.8,224,17.7,3,6.4,174,9.8,2.4,6.4,611,50,-19.1,5.6,7.9,0.6,5.1,0,37398.7272572893,71491934.9124269
040409,13063040409,404.09,ARC 10,,,SDE,2015/05/27 16:20:54,5716,5478,904,3444,747,530,4812,15.8,60.3,84.2,2114,2473,447,332,3364,38.6,45.1,61.4,-1210,971,198,,170,91,13.1,1.6,6.1,112,8.2,2,6.1,300,-21,-22.8,15.2,4.9,-0.4,3.2,0,26396.3739018648,40294920.9360557
040410,13063040410,404.10,ARC 10,,,SDE,2015/05/27 16:20:54,7058,5764,1004,4074,152,1692,6054,14.2,57.7,85.8,2361,2726,136,457,3403,41,47.3,59,-1357,1348,1235,,150.5,136,2.2,1.9,7.9,83,2.4,1.4,7.9,16,53,-26.8,10.4,-0.2,0.5,16.1,0,83902.5446567273,240559881.147676
040303,13063040303,403.03,ARC 10,,,SDE,2015/05/27 16:20:54,6953,7754,1050,3568,345,1888,5903,15.1,51.3,84.9,2196,3702,388,1349,5558,28.3,47.7,71.7,-1146,-134,539,,-348.3,102,5,1.5,17.4,120,5,1.5,17.4,-43,-18,-13.2,3.6,0,0,9.8,0,48253.3325559249,64487206.0417447
040302,13063040302,403.02,ARC 10,,,SDE,2015/05/27 16:20:54,4829,6252,875,1860,224,1785,3954,18.1,38.5,81.9,1944,2315,322,1505,4308,31.1,37,68.9,-1069,-455,280,,-646.8,85,4.6,1.8,24.1,166,5.2,2.7,24.1,-98,-81,-13,1.5,-0.6,-0.9,12.9,0,33987.9636323365,61995122.7225819
040611,13063040611,406.11,ARC 10,,,SDE,2015/05/27 16:20:54,6671,6299,1073,3386,164,1894,5598,16.1,50.8,83.9,2732,2181,205,1036,3567,43.4,34.6,56.6,-1659,1205,858,,155,154,2.5,2.3,16.4,145,3.3,2.3,16.4,-41,9,-27.3,16.2,-0.8,0,12,0,43767.6973388428,66531986.9726976
040407,13063040407,404.07,ARC 10,,,SDE,2015/05/27 16:20:54,3622,3293,814,1646,567,526,2808,22.5,45.4,77.5,1639,1135,254,202,1654,49.8,34.5,50.2,-825,511,324,,94,69,15.7,1.9,6.1,63,7.7,1.9,6.1,313,6,-27.3,10.9,8,0,8.4,0,59909.4620669751,97788312.1460152
040510,13063040510,405.10,ARC 10,,,SDE,2015/05/27 16:20:54,3402,3746,226,2788,192,129,3176,6.6,82,93.4,618,2722,260,64,3128,16.5,72.7,83.5,-392,66,65,,-286.7,67,5.6,2,1.7,82,6.9,2.2,1.7,-68,-15,-9.9,9.3,-1.3,-0.2,2.1,0,35348.0968276889,32809998.8637354
040514,13063040514,405.14,ARC 10,,,SDE,2015/05/27 16:20:54,7208,5330,275,4901,136,1791,6933,3.8,68,96.2,1392,2979,100,753,3938,26.1,55.9,73.9,-1117,1922,1038,,988.4,105,1.9,1.5,14.1,106,1.9,2,14.1,36,-1,-22.3,12.1,0,-0.5,10.7,0,33254.4900697794,52495788.03812
040307,13063040307,403.07,ARC 10,,,SDE,2015/05/27 16:20:54,4428,3834,919,1431,915,1073,3509,20.8,32.3,79.2,1895,1035,479,375,1939,49.4,27,50.6,-976,396,698,,495,90,20.7,2,9.8,50,12.5,1.3,9.8,436,40,-28.6,5.3,8.2,0.7,14.4,0,25885.4388296699,33339811.4158342
980000,13063980000,9800,ARC 10,,,SDE,2015/05/27 16:20:54,0,0,0,0,0,0,0,0,0,0,14,71,1,22,0,12.7,64.5,0,-14,-71,-22,,0,0,0,0,20,2,0.9,1.8,20,-1,-2,0,0,0,0,0,0,59690.1746227995,159004378.186484
040622,13063040622,406.22,ARC 10,,,SDE,2015/05/27 16:20:54,7446,7727,1038,4270,110,1880,6408,13.9,57.3,86.1,3482,3601,147,323,4245,45.1,46.6,54.9,-2444,669,1557,,-87.8,148,1.5,2,4.2,174,1.9,2.3,4.2,-37,-26,-31.2,10.7,-0.4,-0.3,21,0,41305.4872635992,90018858.9685399
040621,13063040621,406.21,ARC 10,,,SDE,2015/05/27 16:20:54,9202,5392,1152,6980,144,730,8050,12.5,75.9,87.5,2722,2235,109,236,2670,50.5,41.5,49.5,-1570,4745,494,,1229,196,1.6,2.1,4.4,90,2,1.7,4.4,35,106,-38,34.4,-0.4,0.4,3.5,1,43611.1587011399,86443820.6536651
040619,13063040619,406.19,ARC 10,,,SDE,2015/05/27 16:20:54,3001,2801,209,2340,91,275,2792,7,78,93,612,1922,116,81,2189,21.8,68.6,78.2,-403,418,194,,142.9,86,3,2.9,2.9,69,4.1,2.5,2.9,-25,17,-14.8,9.4,-1.1,0.4,6.3,0,34977.1220788216,39979308.6693874
040523,13063040523,405.23,ARC 10,,,SDE,2015/05/27 16:20:54,2802,1824,218,1994,303,240,2584,7.8,71.2,92.2,466,883,364,66,1358,25.5,48.4,74.5,-248,1111,174,,978,47,10.8,1.7,3.6,44,20,2.4,3.6,-61,3,-17.7,22.8,-9.2,-0.7,5,0,25821.4868518217,29073796.0226138
040522,13063040522,405.22,ARC 10,,,SDE,2015/05/27 16:20:54,4926,5885,450,3462,485,432,4476,9.1,70.3,90.9,1262,3588,544,344,4623,21.4,61,78.6,-812,-126,88,,-504.7,97,9.8,2,5.8,147,9.2,2.5,5.8,-59,-50,-12.3,9.3,0.6,-0.5,3,0,34373.2384144306,53986558.2543747
040520,13063040520,405.20,ARC 10,,,SDE,2015/05/27 16:20:54,3792,4211,39,3465,68,150,3753,1,91.4,99,183,3781,67,121,4028,4.3,89.8,95.7,-144,-316,29,,-523.8,70,1.8,1.8,2.9,59,1.6,1.4,2.9,1,11,-3.3,1.6,0.2,0.4,1.1,0,24641.4699826934,23461839.6955527
040519,13063040519,405.19,ARC 10,,,SDE,2015/05/27 16:20:54,4147,3389,89,3818,39,110,4058,2.1,92.1,97.9,184,3044,22,71,3205,5.4,89.8,94.6,-95,774,39,,1263.3,91,0.9,2.2,2.1,68,0.6,2,2.1,17,23,-3.3,2.3,0.3,0.2,0.6,0,17351.47788866,17115163.8349647
040417,13063040417,404.17,ARC 10,,,SDE,2015/05/27 16:20:54,5132,5107,526,3487,88,891,4606,10.2,67.9,89.8,1238,2506,164,1095,3869,24.2,49.1,75.8,-712,981,-204,,12.5,140,1.7,2.7,21.4,104,3.2,2,21.4,-76,36,-14,18.8,-1.5,0.7,-4,0,29821.5471546913,55794281.806874
040203,13063040203,402.03,ARC 10,,,SDE,2015/05/27 16:20:54,3633,3504,89,3170,26,282,3544,2.4,87.3,97.6,131,3103,18,192,3373,3.7,88.6,96.3,-42,67,90,,117.3,66,0.7,1.8,5.5,60,0.5,1.7,5.5,8,6,-1.3,-1.3,0.2,0.1,2.3,0,25996.583595516,31370969.9274752
040617,13063040617,406.17,ARC 10,,,SDE,2015/05/27 16:20:54,1557,1349,373,109,17,1032,1184,24,7,76,1056,117,23,119,293,78.3,8.7,21.7,-683,-8,913,,520,26,1.1,1.7,8.8,33,1.7,2.4,8.8,-6,-7,-54.3,-1.7,-0.6,-0.7,57.5,1,17835.6289856536,11655272.4889782
040615,13063040615,406.15,ARC 10,,,SDE,2015/05/27 16:20:54,1954,1774,329,1332,115,143,1625,16.8,68.2,83.2,812,813,56,78,962,45.8,45.8,54.2,-483,519,65,,138.5,35,5.9,1.8,4.4,15,3.2,0.8,4.4,59,20,-29,22.4,2.7,1,2.9,0,33951.2148928142,35435849.5262866
040521,13063040521,405.21,ARC 10,,,SDE,2015/05/27 16:20:54,3054,3167,450,2037,174,323,2604,14.7,66.7,85.3,1265,1534,128,190,1902,39.9,48.4,60.1,-815,503,133,,-113,70,5.7,2.3,6,50,4,1.6,6,46,20,-25.2,18.3,1.7,0.7,4.6,0,25732.3792064938,28271805.3705894
040415,13063040415,404.15,ARC 10,,,SDE,2015/05/27 16:20:54,5844,6969,515,3707,101,1384,5329,8.8,63.4,91.2,1695,3926,202,1036,5274,24.3,56.3,75.7,-1180,-219,348,,-703.1,137,1.7,2.3,14.9,110,2.9,1.6,14.9,-101,27,-15.5,7.1,-1.2,0.7,8.8,0,43075.6396531651,43620528.1301093
040414,13063040414,404.14,ARC 10,,,SDE,2015/05/27 16:20:54,1863,1540,430,724,109,560,1433,23.1,38.9,76.9,896,354,110,147,644,58.2,23,41.8,-466,370,413,,403.8,40,5.9,2.1,9.5,33,7.1,2.1,9.5,-1,7,-35.1,15.9,-1.2,0,20.6,1,24731.3238116331,22606908.9523023
040204,13063040204,402.04,ARC 10,,,SDE,2015/05/27 16:20:54,3745,4433,69,3389,27,175,3676,1.8,90.5,98.2,173,3926,61,140,4260,3.9,88.6,96.1,-104,-537,35,,-625.5,85,0.7,2.3,3.2,133,1.4,3,3.2,-34,-48,-2.1,1.9,-0.7,-0.7,1.5,0,26769.6454789769,29558894.3981435
040308,13063040308,403.08,ARC 10,,,SDE,2015/05/27 16:20:54,4520,5295,924,1632,281,1629,3596,20.4,36.1,79.6,1726,1834,292,1373,3569,32.6,34.6,67.4,-802,-202,256,,-215.3,54,6.2,1.2,25.9,70,5.5,1.3,25.9,-11,-16,-12.2,1.5,0.7,-0.1,10.1,0,59281.3720587087,99652866.8762054
040620,13063040620,406.20,ARC 10,,,SDE,2015/05/27 16:20:54,3430,2148,562,2445,152,174,2868,16.4,71.3,83.6,1118,873,57,56,1030,52,40.6,48,-556,1572,118,,366.3,97,4.4,2.8,2.6,44,2.7,2,2.6,95,53,-35.6,30.7,1.7,0.8,2.5,1,68182.9027763604,98645842.0425827
040616,13063040616,406.16,ARC 10,,,SDE,2015/05/27 16:20:54,8429,6833,1078,6101,231,764,7351,12.8,72.4,87.2,2959,3104,263,355,3874,43.3,45.4,56.7,-1881,2997,409,,613.8,255,2.7,3,5.2,152,3.8,2.2,5.2,-32,103,-30.5,27,-1.1,0.8,3.9,0,46667.251824983,71117388.0302054
040526,13063040526,405.26,ARC 10,,,SDE,2015/05/27 16:20:55,5671,5850,523,4586,95,325,5148,9.2,80.9,90.8,1613,3842,90,199,4237,27.6,65.7,72.4,-1090,744,126,,-89.5,142,1.7,2.5,3.4,106,1.5,1.8,3.4,5,36,-18.4,15.2,0.2,0.7,2.3,0,41002.3827492349,54578208.7672855
040525,13063040525,405.25,ARC 10,,,SDE,2015/05/27 16:20:55,2707,2727,203,2265,26,169,2504,7.5,83.7,92.5,686,1829,33,83,2041,25.2,67.1,74.8,-483,436,86,,-22.2,44,1,1.6,3,96,1.2,3.5,3,-7,-52,-17.7,16.6,-0.2,-1.9,3.2,0,27797.4744572379,25187031.1911264
040524,13063040524,405.24,ARC 10,,,SDE,2015/05/27 16:20:55,6366,7128,547,4988,329,393,5819,8.6,78.4,91.4,1498,4573,430,489,5630,21,64.2,79,-951,415,-96,,-362.9,109,5.2,1.7,6.9,139,6,2,6.9,-101,-30,-12.4,14.2,-0.8,-0.3,-0.7,0,36280.591122364,58038784.2382208
040416,13063040416,404.16,ARC 10,,,SDE,2015/05/27 16:20:55,3390,4057,724,1353,322,908,2666,21.4,39.9,78.6,1916,1431,384,268,2141,47.2,35.3,52.8,-1192,-78,640,,-444.7,83,9.5,2.4,6.6,58,9.5,1.4,6.6,-62,25,-25.8,4.6,0,1,20.2,0,27370.8580347671,41351533.2593517
040306,13063040306,403.06,ARC 10,,,SDE,2015/05/27 16:20:55,4372,4586,209,1450,130,2517,4163,4.8,33.2,95.2,496,2792,316,877,4090,10.8,60.9,89.2,-287,-1342,1640,,-125.9,66,3,1.5,19.1,105,6.9,2.3,19.1,-186,-39,-6,-27.7,-3.9,-0.8,38.5,0,31895.5718546682,47111878.7798122
040516,13063040516,405.16,ARC 10,,,SDE,2015/05/27 16:20:55,6090,4806,705,4442,299,509,5385,11.6,72.9,88.4,1714,2690,137,144,3092,35.7,56,64.3,-1009,1752,365,,755.3,135,4.9,2.2,3,121,2.9,2.5,3,162,14,-24.1,16.9,2,-0.3,5.4,0,31513.7803589362,47686885.9201284
040509,13063040509,405.09,ARC 10,,,SDE,2015/05/27 16:20:55,4263,4281,276,3702,83,126,3987,6.5,86.8,93.5,487,3650,45,50,3794,11.4,85.3,88.6,-211,52,76,,-9,76,1.9,1.8,1.2,49,1.1,1.1,1.2,38,27,-4.9,1.5,0.8,0.7,1.8,0,34296.2308203636,56134387.8374711
040202,13063040202,402.02,ARC 10,,,SDE,2015/05/27 16:20:55,2501,4120,80,1878,353,138,2421,3.2,75.1,96.8,424,2762,664,172,3696,10.3,67,89.7,-344,-884,-34,,-415.1,52,14.1,2.1,4.2,98,16.1,2.4,4.2,-311,-46,-7.1,8.1,-2,-0.3,1.3,0,64926.2715414894,108730788.476529
040518,13063040518,405.18,ARC 10,,,SDE,2015/05/27 16:20:55,5057,4575,537,3869,76,476,4520,10.6,76.5,89.4,1339,2868,79,191,3236,29.3,62.7,70.7,-802,1001,285,,344.3,99,1.5,2,4.2,99,1.7,2.2,4.2,-3,0,-18.7,13.8,-0.2,-0.2,5.2,0,30521.8560020031,38064341.9851784
040515,13063040515,405.15,ARC 10,,,SDE,2015/05/27 16:20:55,6389,6646,459,5195,135,492,5930,7.2,81.3,92.8,1517,4597,124,286,5129,22.8,69.2,77.2,-1058,598,206,,-111.7,108,2.1,1.7,4.3,122,1.9,1.8,4.3,11,-14,-15.6,12.1,0.2,-0.1,3.4,0,35802.9433269766,64695177.8260382
040513,13063040513,405.13,ARC 10,,,SDE,2015/05/27 16:20:55,4809,5019,510,3681,226,287,4299,10.6,76.5,89.4,1190,3334,242,176,3829,23.7,66.4,76.3,-680,347,111,,-77.8,105,4.7,2.2,3.5,77,4.8,1.5,3.5,-16,28,-13.1,10.1,-0.1,0.7,2.5,0,42800.7263526328,75347754.6083964
070403,13151070403,704.03,ARC 10,,,SDE,2015/05/27 16:20:55,10136,5628,7824,1624,70,416,2312,77.2,16,22.8,4907,484,24,129,721,87.2,8.6,12.8,2917,1140,287,,204,202,0.7,2,2.3,85,0.4,1.5,2.3,46,117,-10,7.4,0.3,0.5,1.8,0,120606.840957606,615110617.460873
070307,13151070307,703.07,ARC 10,,,SDE,2015/05/27 16:20:55,4367,2245,2174,1892,57,174,2193,49.8,43.3,50.2,2020,154,8,46,225,90,6.9,10,154,1738,128,,624.1,70,1.3,1.6,2,17,0.4,0.8,2,49,53,-40.2,36.4,0.9,0.8,2,1,48042.9325861239,94529810.0133227
070113,13151070113,701.13,ARC 10,,,SDE,2015/05/27 16:20:55,4025,4007,2211,861,75,754,1814,54.9,21.4,45.1,3405,260,91,176,602,85,6.5,15,-1194,601,578,,6.9,124,1.9,3.1,4.4,75,2.3,1.9,4.4,-16,49,-30.1,14.9,-0.4,1.2,14.3,0,54586.5527550839,72959099.3465308
070501,13151070501,705.01,ARC 10,,,SDE,2015/05/27 16:20:55,7056,3922,3354,2811,41,649,3702,47.5,39.8,52.5,3508,264,37,63,414,89.4,6.7,10.6,-154,2547,586,,150.7,201,0.6,2.8,1.6,50,0.9,1.3,1.6,4,151,-41.9,33.1,-0.3,1.5,7.6,1,106588.486092714,579450406.883143
070502,13151070502,705.02,ARC 10,,,SDE,2015/05/27 16:20:55,14656,6002,8373,4873,261,806,6283,57.1,33.2,42.9,5151,691,30,61,851,85.8,11.5,14.2,3222,4182,745,,270.4,343,1.8,2.3,1,69,0.5,1.1,1,231,274,-28.7,21.7,1.3,1.2,4.5,0,157172.719531669,892379788.71784
070311,13151070311,703.11,ARC 10,,,SDE,2015/05/27 16:20:55,10718,6560,3022,5951,185,1195,7696,28.2,55.5,71.8,4295,1676,100,390,2265,65.5,25.5,34.5,-1273,4275,805,,1014.1,365,1.7,3.4,5.9,100,1.5,1.5,5.9,85,265,-37.3,30,0.2,1.9,5.2,1,49252.9145494438,115148861.328023
070404,13151070404,704.04,ARC 10,,,SDE,2015/05/27 16:20:55,6898,2747,4115,2153,151,323,2783,59.7,31.2,40.3,2166,460,8,64,581,78.8,16.7,21.2,1949,1693,259,,165.4,156,2.2,2.3,2.3,48,0.3,1.7,2.3,143,108,-19.1,14.5,1.9,0.6,2.4,0,152984.076093959,700020890.214068
070204,13151070204,702.04,ARC 10,,,SDE,2015/05/27 16:20:55,4355,3575,2957,1024,122,169,1398,67.9,23.5,32.1,3240,193,41,52,335,90.6,5.4,9.4,-283,831,117,,81.3,83,2.8,1.9,1.5,49,1.1,1.4,1.5,81,34,-22.7,18.1,1.7,0.5,2.4,0,71743.2359049898,268895773.786229
