TRACTCE10,GEOID10,NAME10,PLNG_REGIO,created_us,created_da,last_edite,last_edit2,Occupied_h,Total_hous,No_vehicle,Percent__N,GlobalID,Pop_Chng_p,Shape_Leng,Shape_Area
021215,13089021215,212.15,ARC 10,,,SDE,2015/06/01 14:29:59,2571,2848,185,7.2,,1816.9,30866.223989837,34975956.419866
021414,13089021414,214.14,ARC 10,,,SDE,2015/06/01 14:29:59,1470,1732,280,19,,-1117.5,18795.7885398776,11840395.0907165
021101,13089021101,211.01,ARC 10,,,SDE,2015/06/01 14:29:59,1300,1341,58,4.5,,583.1,27080.3355831117,35338965.7871804
023316,13089023316,233.16,ARC 10,,,SDE,2015/06/01 14:29:59,2939,3088,122,4.2,,277.4,43439.5712698534,64455898.1220505
023313,13089023313,233.13,ARC 10,,,SDE,2015/06/01 14:29:59,1492,1827,75,5,,-11.6,31092.4320449979,52947413.6120532
022900,13089022900,229,ARC 10,,,SDE,2015/06/01 14:29:59,1491,1857,64,4.3,,-465.3,40830.6601296872,40964524.3266983
022800,13089022800,228,ARC 10,,,SDE,2015/06/01 14:29:59,1359,1404,93,6.8,,-90,29438.8826534257,27168389.7056969
022600,13089022600,226,ARC 10,,,SDE,2015/06/01 14:29:59,3002,3296,396,13.2,,595,31260.3767973916,33520383.2930373
022500,13089022500,225,ARC 10,,,SDE,2015/06/01 14:29:59,2490,2616,569,22.9,,151.8,23394.5038091589,30315273.1457039
022100,13089022100,221,ARC 10,,,SDE,2015/06/01 14:29:59,1477,1672,238,16.1,,-21.5,27284.3108291049,36781231.273527
022005,13089022005,220.05,ARC 10,,,SDE,2015/06/01 14:29:59,1481,1729,272,18.4,,-692.3,31470.3733800767,35449488.4461945
023214,13089023214,232.14,ARC 10,,,SDE,2015/06/01 14:29:59,1873,2526,77,4.1,,188.1,36578.1523003176,71244163.4040563
022203,13089022203,222.03,ARC 10,,,SDE,2015/06/01 14:29:59,900,1281,145,16.1,,482.7,26266.337094917,30932579.9930852
022009,13089022009,220.09,ARC 10,,,SDE,2015/06/01 14:29:59,2150,2734,340,15.8,,-1125.7,23154.3074903275,18900828.765638
021913,13089021913,219.13,ARC 10,,,SDE,2015/06/01 14:29:59,1660,2390,290,17.5,,-829.2,26788.4956919407,32195490.8579191
021813,13089021813,218.13,ARC 10,,,SDE,2015/06/01 14:29:59,960,1345,123,12.8,,1995,11132.3408789754,6590331.81076032
021605,13089021605,216.05,ARC 10,,,SDE,2015/06/01 14:29:59,2335,2811,158,6.8,,277.1,29700.9072724966,39850430.0255523
021308,13089021308,213.08,ARC 10,,,SDE,2015/06/01 14:29:59,1304,1611,126,9.7,,-723,27164.2147429669,29081419.3874949
022004,13089022004,220.04,ARC 10,,,SDE,2015/06/01 14:29:59,1575,1800,103,6.5,,-245,29089.8194003332,39826016.0520308
022008,13089022008,220.08,ARC 10,,,SDE,2015/06/01 14:29:59,2562,2770,772,30.1,,-393.3,22238.5568641648,24455880.5368636
021909,13089021909,219.09,ARC 10,,,SDE,2015/06/01 14:29:59,2305,2867,448,19.4,,-1130,28772.919344386,37226063.6336363
022001,13089022001,220.01,ARC 10,,,SDE,2015/06/01 14:29:59,1980,2029,76,3.8,,245.9,38121.1273931235,47555952.7386892
023108,13089023108,231.08,ARC 10,,,SDE,2015/06/01 14:29:59,1627,1924,261,16,,-641.4,30079.1628105685,39903629.6022915
020200,13089020200,202,ARC 10,,,SDE,2015/06/01 14:29:59,995,1148,47,4.7,,-431.7,20525.5944442133,16065009.4046145
021306,13089021306,213.06,ARC 10,,,SDE,2015/06/01 14:29:59,1807,2096,124,6.9,,-309.5,33146.3860124221,56887791.6395927
021305,13089021305,213.05,ARC 10,,,SDE,2015/06/01 14:29:59,1506,1854,189,12.5,,-35,21753.1014155071,26716943.432296
021417,13089021417,214.17,ARC 10,,,SDE,2015/06/01 14:29:59,2122,2325,325,15.3,,358.6,19334.6514557806,20725163.6559547
021415,13089021415,214.15,ARC 10,,,SDE,2015/06/01 14:29:59,1739,1899,107,6.2,,913.8,26508.6512220329,22016819.5469967
021102,13089021102,211.02,ARC 10,,,SDE,2015/06/01 14:29:59,2375,2599,182,7.7,,-530.7,28943.7945417986,38781238.2890456
021307,13089021307,213.07,ARC 10,,,SDE,2015/06/01 14:29:59,1253,1300,79,6.3,,-10,25675.2776094758,38959177.4579159
023601,13089023601,236.01,ARC 10,,,SDE,2015/06/01 14:29:59,983,1274,67,6.8,,-865.7,22166.7609678879,19330629.4243069
021412,13089021412,214.12,ARC 10,,,SDE,2015/06/01 14:29:59,1370,1652,74,5.4,,80,31150.7187826328,33737996.4928167
023208,13089023208,232.08,ARC 10,,,SDE,2015/06/01 14:29:59,2074,2490,166,8,,-531.7,33610.0827719317,50803462.46394
023310,13089023310,233.10,ARC 10,,,SDE,2015/06/01 14:29:59,3724,4588,808,21.7,,663.7,47051.8478308188,82570077.9984854
020801,13089020801,208.01,ARC 10,,,SDE,2015/06/01 14:29:59,1040,1171,89,8.6,,-532,18802.711640549,14956070.4247862
021812,13089021812,218.12,ARC 10,,,SDE,2015/06/01 14:29:59,924,1019,45,4.9,,187.5,31016.7410592268,21915337.1717579
021214,13089021214,212.14,ARC 10,,,SDE,2015/06/01 14:29:59,2038,2074,0,0,,112.7,33603.7365271201,60665572.1056805
021810,13089021810,218.10,ARC 10,,,SDE,2015/06/01 14:29:59,2395,2672,160,6.7,,336,34773.5423241106,71061276.4057589
021809,13089021809,218.09,ARC 10,,,SDE,2015/06/01 14:29:59,2537,2749,33,1.3,,65.3,53508.5117320147,93844463.8124041
021808,13089021808,218.08,ARC 10,,,SDE,2015/06/01 14:29:59,1841,1886,20,1.1,,37.5,24825.2194921325,32710421.7598591
021806,13089021806,218.06,ARC 10,,,SDE,2015/06/01 14:29:59,2328,2606,141,6.1,,116.3,50640.0998649963,120246867.220056
021805,13089021805,218.05,ARC 10,,,SDE,2015/06/01 14:29:59,2379,2677,180,7.6,,-146.3,39962.901754052,68197393.6922886
021704,13089021704,217.04,ARC 10,,,SDE,2015/06/01 14:29:59,2109,2352,58,2.8,,108.6,47171.1545525959,77050020.2344356
021703,13089021703,217.03,ARC 10,,,SDE,2015/06/01 14:29:59,1770,1827,93,5.3,,63.5,33333.6324507302,56673822.5449169
021705,13089021705,217.05,ARC 10,,,SDE,2015/06/01 14:29:59,2391,2848,87,3.6,,26.5,35984.9291180738,54934738.4301146
021908,13089021908,219.08,ARC 10,,,SDE,2015/06/01 14:29:59,1986,2314,510,25.7,,259.2,34036.5044570657,37182727.3664503
023309,13089023309,233.09,ARC 10,,,SDE,2015/06/01 14:29:59,3382,3905,276,8.2,,1040.5,39067.6935580086,55848854.0507385
023211,13089023211,232.11,ARC 10,,,SDE,2015/06/01 14:29:59,1111,1393,14,1.3,,-811,24500.0956966929,26814715.0744966
023212,13089023212,232.12,ARC 10,,,SDE,2015/06/01 14:29:59,1182,1418,130,11,,-230,29166.3616762055,38182324.9158695
023306,13089023306,233.06,ARC 10,,,SDE,2015/06/01 14:29:59,2359,2570,25,1.1,,332.3,65202.2343919243,132935991.802034
023303,13089023303,233.03,ARC 10,,,SDE,2015/06/01 14:29:59,2130,2698,268,12.6,,249.7,68510.1629241838,212944456.811181
021706,13089021706,217.06,ARC 10,,,SDE,2015/06/01 14:29:59,2785,2850,82,2.9,,327,40409.6697103784,55904293.5480464
021211,13089021211,212.11,ARC 10,,,SDE,2015/06/01 14:29:59,1810,1971,0,0,,25.8,34170.135571621,54158509.7089549
021210,13089021210,212.10,ARC 10,,,SDE,2015/06/01 14:29:59,2001,2038,32,1.6,,136,37995.9567395631,68477203.792169
021213,13089021213,212.13,ARC 10,,,SDE,2015/06/01 14:29:59,1178,1195,0,0,,170,28706.4510008617,32405766.5554034
021303,13089021303,213.03,ARC 10,,,SDE,2015/06/01 14:29:59,1696,1918,235,13.9,,200,29122.5829289436,47188348.3863484
021301,13089021301,213.01,ARC 10,,,SDE,2015/06/01 14:29:59,1406,1846,116,8.3,,191.4,31357.1950877123,39072288.6894208
021209,13089021209,212.09,ARC 10,,,SDE,2015/06/01 14:29:59,2619,2797,508,19.4,,-9.5,41403.6579402108,52196254.5932952
021405,13089021405,214.05,ARC 10,,,SDE,2015/06/01 14:29:59,1623,1862,95,5.9,,651.1,28739.8852240899,25845999.8504683
021208,13089021208,212.08,ARC 10,,,SDE,2015/06/01 14:29:59,1489,1763,76,5.1,,616.4,42019.8454699667,38401944.0323415
021204,13089021204,212.04,ARC 10,,,SDE,2015/06/01 14:29:59,1059,1228,361,34.1,,-617.8,30504.8840595153,50068508.3178395
021202,13089021202,212.02,ARC 10,,,SDE,2015/06/01 14:29:59,2931,3121,146,5,,459.6,47699.6145884438,79419678.2311449
023210,13089023210,232.10,ARC 10,,,SDE,2015/06/01 14:29:59,2576,2948,234,9.1,,-448.8,31337.6863142766,45035029.3316179
023209,13089023209,232.09,ARC 10,,,SDE,2015/06/01 14:29:59,1640,1902,76,4.6,,-452.8,29830.780468536,49583381.126002
023603,13089023603,236.03,ARC 10,,,SDE,2015/06/01 14:29:59,1285,1567,173,13.5,,-865.5,23655.730106909,31717790.2657448
021603,13089021603,216.03,ARC 10,,,SDE,2015/06/01 14:29:59,2764,3018,285,10.3,,-252,30132.3483476011,41365988.3726238
090905,13057090905,909.05,ARC 10,,,SDE,2015/06/01 14:29:59,1733,2028,112,6.5,,674.4,32980.9160532215,44596973.042626
090904,13057090904,909.04,ARC 10,,,SDE,2015/06/01 14:29:59,2754,3080,65,2.4,,443.1,50209.8153441245,135441605.479744
091007,13057091007,910.07,ARC 10,,,SDE,2015/06/01 14:29:59,2202,2321,0,0,,110.3,52296.1888612385,104381063.923315
090803,13057090803,908.03,ARC 10,,,SDE,2015/06/01 14:29:59,3331,3482,0,0,,509.5,76673.8487836064,261034944.068034
090804,13057090804,908.04,ARC 10,,,SDE,2015/06/01 14:29:59,2924,3030,141,4.8,,244,121435.047220038,291788253.949604
091008,13057091008,910.08,ARC 10,,,SDE,2015/06/01 14:29:59,2974,3108,46,1.5,,600.8,46623.9365500222,106261579.501158
090802,13057090802,908.02,ARC 10,,,SDE,2015/06/01 14:29:59,2367,2569,13,0.5,,74.4,104304.924052481,484172290.625186
090501,13057090501,905.01,ARC 10,,,SDE,2015/06/01 14:29:59,2144,2319,24,1.1,,66.4,193918.37784984,1044852665.71516
090902,13057090902,909.02,ARC 10,,,SDE,2015/06/01 14:29:59,5353,5506,83,1.6,,814.2,63826.5803678656,204569377.554631
091001,13057091001,910.01,ARC 10,,,SDE,2015/06/01 14:29:59,1584,1671,62,3.9,,394.9,56906.8857136917,97983185.5778262
091003,13057091003,910.03,ARC 10,,,SDE,2015/06/01 14:29:59,2689,3033,141,5.2,,321.8,58472.4951469468,109000673.522848
091102,13057091102,911.02,ARC 10,,,SDE,2015/06/01 14:29:59,2858,3170,64,2.2,,303.5,60582.2734619211,119389067.842356
091101,13057091101,911.01,ARC 10,,,SDE,2015/06/01 14:29:59,2007,2312,71,3.5,,16.3,75400.741311416,198059580.811097
091103,13057091103,911.03,ARC 10,,,SDE,2015/06/01 14:29:59,2723,2913,18,0.7,,81.9,77491.9281262174,301876119.483988
090701,13057090701,907.01,ARC 10,,,SDE,2015/06/01 14:29:59,6648,7197,79,1.2,,798.2,115634.076127443,434897859.011359
110601,13297110601,1106.01,ARC 20,,,SDE,2015/06/01 14:29:59,1609,1649,21,1.3,,100.1,91127.4418687345,396617752.196246
110507,13297110507,1105.07,ARC 20,,,SDE,2015/06/01 14:29:59,2385,2507,54,2.3,,271.5,79798.5083877857,314791658.862024
110506,13297110506,1105.06,ARC 20,,,SDE,2015/06/01 14:29:59,1942,1966,0,0,,134.1,90027.3950663916,370360162.452422
110603,13297110603,1106.03,ARC 20,,,SDE,2015/06/01 14:29:59,1596,1785,33,2.1,,80.3,82495.5607351626,326068538.893318
110602,13297110602,1106.02,ARC 20,,,SDE,2015/06/01 14:29:59,1699,1820,46,2.7,,42.8,141164.515449138,975679826.120526
110504,13297110504,1105.04,ARC 20,,,SDE,2015/06/01 14:29:59,1770,1863,117,6.6,,79.2,52653.7003820142,146861938.885787
110508,13297110508,1105.08,ARC 20,,,SDE,2015/06/01 14:29:59,1633,1748,63,3.9,,166.6,73963.018399154,239163154.248967
110503,13297110503,1105.03,ARC 20,,,SDE,2015/06/01 14:29:59,1073,1101,5,0.5,,177.9,72335.6190834657,210449548.990589
110505,13297110505,1105.05,ARC 20,,,SDE,2015/06/01 14:29:59,1258,1319,0,0,,183.2,73174.1045479825,251328692.431553
110800,13297110800,1108,ARC 20,,,SDE,2015/06/01 14:29:59,2408,2740,78,3.2,,21.8,187420.129958441,1394762723.27748
110700,13297110700,1107,ARC 20,,,SDE,2015/06/01 14:29:59,2371,2874,150,6.3,,83.1,154246.87570343,702246272.607298
110400,13297110400,1104,ARC 20,,,SDE,2015/06/01 14:29:59,2336,2752,293,12.5,,25.7,84881.0666952151,372370109.506811
110300,13297110300,1103,ARC 20,,,SDE,2015/06/01 14:29:59,2671,3135,453,17,,99.8,95645.2334825296,378107164.084864
110200,13297110200,1102,ARC 20,,,SDE,2015/06/01 14:29:59,1556,1785,77,4.9,,20.1,219893.295056546,1772811961.76812
110100,13297110100,1101,ARC 20,,,SDE,2015/06/01 14:29:59,3213,3341,20,0.6,,69.4,213018.484027264,1346756428.03997
091005,13057091005,910.05,ARC 10,,,SDE,2015/06/01 14:29:59,2715,2774,71,2.6,,127.9,42043.2964724211,80070583.7330726
091006,13057091006,910.06,ARC 10,,,SDE,2015/06/01 14:29:59,1681,1699,29,1.7,,72.1,31655.3084541243,51791719.4297918
090400,13057090400,904,ARC 10,,,SDE,2015/06/01 14:29:59,3405,4077,394,11.6,,238.8,163273.33747678,499537671.455597
090601,13057090601,906.01,ARC 10,,,SDE,2015/06/01 14:29:59,2140,2610,106,5,,249.9,81774.1414799715,236888755.357593
090901,13057090901,909.01,ARC 10,,,SDE,2015/06/01 14:29:59,2545,2676,62,2.4,,126.4,95268.8602064487,243005992.685518
090602,13057090602,906.02,ARC 10,,,SDE,2015/06/01 14:29:59,2759,2984,147,5.3,,202.6,94738.6972386784,393519439.539419
090200,13057090200,902,ARC 10,,,SDE,2015/06/01 14:29:59,2636,3168,19,0.7,,24.5,254608.531976212,2390504797.6654
090702,13057090702,907.02,ARC 10,,,SDE,2015/06/01 14:29:59,2829,2879,143,5.1,,217.3,56313.0054942707,171576223.032474
090502,13057090502,905.02,ARC 10,,,SDE,2015/06/01 14:29:59,4107,4504,85,2.1,,196.7,133084.68448773,875620725.281559
090100,13057090100,901,ARC 10,,,SDE,2015/06/01 14:29:59,3053,3397,55,1.8,,44.5,252524.090229347,1933584372.102
090300,13057090300,903,ARC 10,,,SDE,2015/06/01 14:29:59,3983,4392,152,3.8,,181.7,205606.911293323,1293919663.03247
180206,13013180206,1802.06,ARC 20,,,SDE,2015/06/01 14:29:59,1004,1084,57,5.7,,158.5,42585.9221430825,75700366.960608
180205,13013180205,1802.05,ARC 20,,,SDE,2015/06/01 14:29:59,1344,1578,89,6.6,,93.7,54972.6643222044,118670624.873554
180402,13013180402,1804.02,ARC 20,,,SDE,2015/06/01 14:29:59,1927,2194,84,4.4,,139.2,96649.7597626074,445005834.293411
180303,13013180303,1803.03,ARC 20,,,SDE,2015/06/01 14:29:59,1238,1454,9,0.7,,124.6,97359.4339959004,309397490.353612
180106,13013180106,1801.06,ARC 20,,,SDE,2015/06/01 14:29:59,976,1098,53,5.4,,-40.4,60846.7998522555,133931402.958867
180103,13013180103,1801.03,ARC 20,,,SDE,2015/06/01 14:29:59,1379,1571,12,0.9,,256.1,101231.359380575,330967276.52197
180401,13013180401,1804.01,ARC 20,,,SDE,2015/06/01 14:29:59,1907,2110,40,2.1,,152.5,163779.130409509,606748710.537841
180203,13013180203,1802.03,ARC 20,,,SDE,2015/06/01 14:29:59,1089,1249,118,10.8,,188.2,39690.0965999292,61002906.1229636
180503,13013180503,1805.03,ARC 20,,,SDE,2015/06/01 14:29:59,1686,2052,41,2.4,,335.8,79028.9502482045,249491871.224262
180502,13013180502,1805.02,ARC 20,,,SDE,2015/06/01 14:29:59,1660,1694,80,4.8,,100.7,111480.887551882,494423890.311786
180204,13013180204,1802.04,ARC 20,,,SDE,2015/06/01 14:29:59,766,901,81,10.6,,88.4,68535.6294246069,173348469.421795
180501,13013180501,1805.01,ARC 20,,,SDE,2015/06/01 14:29:59,1635,1811,82,5,,251,72292.7334199184,289357532.768905
180301,13013180301,1803.01,ARC 20,,,SDE,2015/06/01 14:29:59,729,829,12,1.6,,86.1,70819.0494561342,232809568.028446
180302,13013180302,1803.02,ARC 20,,,SDE,2015/06/01 14:29:59,2132,2298,29,1.4,,244.7,107099.898947747,326988100.835778
180105,13013180105,1801.05,ARC 20,,,SDE,2015/06/01 14:29:59,825,911,0,0,,75.9,86545.239554345,176490824.137227
180104,13013180104,1801.04,ARC 20,,,SDE,2015/06/01 14:29:59,696,812,10,1.4,,3.8,44317.0830701599,87801806.9461747
180107,13013180107,1801.07,ARC 20,,,SDE,2015/06/01 14:29:59,1349,1617,25,1.9,,24.7,77420.5116959651,207876716.89448
180108,13013180108,1801.08,ARC 20,,,SDE,2015/06/01 14:29:59,1071,1127,18,1.7,,-4.4,61108.662172806,221808890.642035
120104,13223120104,1201.04,ARC 20,,,SDE,2015/06/01 14:29:59,837,924,22,2.6,,30.1,164101.015776534,1267125926.24168
120604,13223120604,1206.04,ARC 20,,,SDE,2015/06/01 14:29:59,1723,1890,49,2.8,,226.3,66156.8921124648,186584415.913835
120601,13223120601,1206.01,ARC 20,,,SDE,2015/06/01 14:29:59,1527,1646,0,0,,366.3,53157.491601875,133694018.044109
120603,13223120603,1206.03,ARC 20,,,SDE,2015/06/01 14:29:59,2387,2453,40,1.7,,287.5,71993.3675477852,169028041.53518
120501,13223120501,1205.01,ARC 20,,,SDE,2015/06/01 14:29:59,2358,2740,62,2.6,,307.5,95543.0416242978,245394408.808084
120203,13223120203,1202.03,ARC 20,,,SDE,2015/06/01 14:29:59,1908,2011,7,0.4,,203.8,62502.8794924245,126432486.535333
120101,13223120101,1201.01,ARC 20,,,SDE,2015/06/01 14:29:59,4005,4364,54,1.3,,496.5,127795.231426233,450174088.743155
120502,13223120502,1205.02,ARC 20,,,SDE,2015/06/01 14:29:59,3018,3287,44,1.5,,174.7,86215.9328906997,272253271.978419
120503,13223120503,1205.03,ARC 20,,,SDE,2015/06/01 14:29:59,1569,1715,7,0.4,,231.1,80321.2597759146,222020785.669697
120605,13223120605,1206.05,ARC 20,,,SDE,2015/06/01 14:29:59,1848,1917,19,1,,164.4,106491.314242378,324098018.006533
120602,13223120602,1206.02,ARC 20,,,SDE,2015/06/01 14:29:59,3332,3619,38,1.1,,310.7,70660.8959910385,250324415.588034
120204,13223120204,1202.04,ARC 20,,,SDE,2015/06/01 14:29:59,2289,2540,87,3.8,,409.7,74243.6596151763,163113030.617258
120301,13223120301,1203.01,ARC 20,,,SDE,2015/06/01 14:29:59,1791,2111,135,7.5,,240.3,72898.2056933014,224349263.802552
120303,13223120303,1203.03,ARC 20,,,SDE,2015/06/01 14:29:59,588,603,23,3.9,,32.9,67960.1951549044,160762384.013277
120102,13223120102,1201.02,ARC 20,,,SDE,2015/06/01 14:29:59,3335,3662,60,1.8,,490.2,119842.46460522,365176461.871502
120103,13223120103,1201.03,ARC 20,,,SDE,2015/06/01 14:29:59,2722,2839,17,0.6,,189,147107.828831702,722954652.223188
120302,13223120302,1203.02,ARC 20,,,SDE,2015/06/01 14:29:59,4135,4701,302,7.3,,243.1,167835.133036201,608557934.017391
120202,13223120202,1202.02,ARC 20,,,SDE,2015/06/01 14:29:59,2524,2725,83,3.3,,463.1,58766.3220427111,195801352.3541
120400,13223120400,1204,ARC 20,,,SDE,2015/06/01 14:29:59,5985,6510,116,1.9,,105.9,247824.032396408,2674630627.99448
