TRACTCE10,GEOID10,NAME10,PLNG_REGIO,created_us,created_da,last_edite,last_edit2,Occupied_h,Total_hous,No_vehicle,Percent__N,GlobalID,Pop_Chng_p,Shape_Leng,Shape_Area
030901,13067030901,309.01,ARC 10,,,SDE,2015/06/01 14:29:56,3175,3405,46,1.4,,-19.3,47952.0935420511,115334495.385114
031503,13067031503,315.03,ARC 10,,,SDE,2015/06/01 14:29:56,2768,3109,127,4.6,,78.4,51642.4758673556,125260475.348455
031307,13067031307,313.07,ARC 10,,,SDE,2015/06/01 14:29:56,2104,2406,32,1.5,,28.5,49446.9612014934,112522248.216541
031308,13067031308,313.08,ARC 10,,,SDE,2015/06/01 14:29:56,1716,1919,59,3.4,,114.8,34834.2372478066,69097520.9406487
030319,13067030319,303.19,ARC 10,,,SDE,2015/06/01 14:29:56,1623,1690,18,1.1,,-9.3,49373.8226493454,81245633.7554529
030333,13067030333,303.33,ARC 10,,,SDE,2015/06/01 14:29:56,2175,2266,46,2.1,,28.3,38770.536423976,83220955.3159229
030332,13067030332,303.32,ARC 10,,,SDE,2015/06/01 14:29:56,1148,1148,53,4.6,,-35.7,23929.2666954056,39290859.8276595
030335,13067030335,303.35,ARC 10,,,SDE,2015/06/01 14:29:56,1603,1722,0,0,,-173,36107.1310219759,56861742.2598032
031106,13067031106,311.06,ARC 10,,,SDE,2015/06/01 14:29:56,2879,3202,27,0.9,,258.6,45566.5036748466,96747875.5169866
030331,13067030331,303.31,ARC 10,,,SDE,2015/06/01 14:29:56,1969,2044,52,2.6,,-73.6,38727.9769487696,68738940.8322468
030322,13067030322,303.22,ARC 10,,,SDE,2015/06/01 14:29:56,1160,1209,0,0,,-15.7,28683.4050207068,40186788.0318161
031112,13067031112,311.12,ARC 10,,,SDE,2015/06/01 14:29:56,2184,2301,0,0,,10,29847.8159572244,43966340.7952658
030504,13067030504,305.04,ARC 10,,,SDE,2015/06/01 14:29:56,2400,2602,226,9.4,,189.2,44875.78765407,71425213.1887029
030327,13067030327,303.27,ARC 10,,,SDE,2015/06/01 14:29:56,1466,1605,0,0,,18.4,30886.4193798488,52260190.1915675
030329,13067030329,303.29,ARC 10,,,SDE,2015/06/01 14:29:56,1679,1702,12,0.7,,-97.6,35755.3741514073,45995871.137976
030339,13067030339,303.39,ARC 10,,,SDE,2015/06/01 14:29:56,3000,3337,68,2.3,,607.2,33818.4426968906,49044191.5230759
030314,13067030314,303.14,ARC 10,,,SDE,2015/06/01 14:29:56,2591,2865,65,2.5,,271.6,43392.2435410074,86208644.4937774
030336,13067030336,303.36,ARC 10,,,SDE,2015/06/01 14:29:56,2479,2519,13,0.5,,-159.3,49206.4865238903,82544796.3868154
040411,13063040411,404.11,ARC 10,,,SDE,2015/06/01 14:29:56,4120,4538,13,0.3,,679.1,76649.3797621834,195274448.276346
040512,13063040512,405.12,ARC 10,,,SDE,2015/06/01 14:29:56,1793,2235,163,9.1,,360,31156.8879068906,48688870.2919396
040608,13063040608,406.08,ARC 10,,,SDE,2015/06/01 14:29:56,3568,4188,197,5.5,,339.3,144277.988005499,484822374.096407
040614,13063040614,406.14,ARC 10,,,SDE,2015/06/01 14:29:56,1876,2101,129,6.9,,-135.2,56951.6781247687,150329351.292574
040606,13063040606,406.06,ARC 10,,,SDE,2015/06/01 14:29:56,958,1113,27,2.8,,22.7,78376.3195504146,268573564.563674
040612,13063040612,406.12,ARC 10,,,SDE,2015/06/01 14:29:56,1798,2028,123,6.8,,969.3,55176.0225442732,76366086.7973872
040609,13063040609,406.09,ARC 10,,,SDE,2015/06/01 14:29:56,2253,2515,110,4.9,,362.2,50976.4234849032,100915474.893363
040412,13063040412,404.12,ARC 10,,,SDE,2015/06/01 14:29:56,2768,3299,102,3.7,,142.9,41522.673689512,86212264.068628
040413,13063040413,404.13,ARC 10,,,SDE,2015/06/01 14:29:56,2541,2715,53,2.1,,569.5,43296.214303821,59192790.0472533
040613,13063040613,406.13,ARC 10,,,SDE,2015/06/01 14:29:56,2562,2954,97,3.8,,264.7,63642.0245403537,147032272.703535
040408,13063040408,404.08,ARC 10,,,SDE,2015/06/01 14:29:56,2482,3080,172,6.9,,80.8,37398.7272572893,71491934.9124269
040409,13063040409,404.09,ARC 10,,,SDE,2015/06/01 14:29:56,1748,2023,106,6.1,,170,26396.3739018648,40294920.9360557
040410,13063040410,404.10,ARC 10,,,SDE,2015/06/01 14:29:56,2254,2602,126,5.6,,150.5,83902.5446567273,240559881.147676
040303,13063040303,403.03,ARC 10,,,SDE,2015/06/01 14:29:56,2040,2763,272,13.3,,-348.3,48253.3325559249,64487206.0417447
040302,13063040302,403.02,ARC 10,,,SDE,2015/06/01 14:29:56,1477,2029,311,21.1,,-646.8,33987.9636323365,61995122.7225819
040611,13063040611,406.11,ARC 10,,,SDE,2015/06/01 14:29:56,2326,2936,371,16,,155,43767.6973388428,66531986.9726976
040407,13063040407,404.07,ARC 10,,,SDE,2015/06/01 14:29:56,1130,1416,99,8.8,,94,59909.4620669751,97788312.1460152
040510,13063040510,405.10,ARC 10,,,SDE,2015/06/01 14:29:56,1005,1472,96,9.6,,-286.7,35348.0968276889,32809998.8637354
040514,13063040514,405.14,ARC 10,,,SDE,2015/06/01 14:29:56,2633,2892,155,5.9,,988.4,33254.4900697794,52495788.03812
040307,13063040307,403.07,ARC 10,,,SDE,2015/06/01 14:29:56,1364,1558,38,2.8,,495,25885.4388296699,33339811.4158342
980000,13063980000,9800,ARC 10,,,SDE,2015/06/01 14:29:56,0,0,0,0,,0,59690.1746227995,159004378.186484
040622,13063040622,406.22,ARC 10,,,SDE,2015/06/01 14:29:56,2374,2772,166,7,,-87.8,41305.4872635992,90018858.9685399
040621,13063040621,406.21,ARC 10,,,SDE,2015/06/01 14:29:56,2578,3244,113,4.4,,1229,43611.1587011399,86443820.6536651
040619,13063040619,406.19,ARC 10,,,SDE,2015/06/01 14:29:56,990,1140,143,14.4,,142.9,34977.1220788216,39979308.6693874
040523,13063040523,405.23,ARC 10,,,SDE,2015/06/01 14:29:56,949,1156,171,18,,978,25821.4868518217,29073796.0226138
040522,13063040522,405.22,ARC 10,,,SDE,2015/06/01 14:29:56,1696,2103,184,10.8,,-504.7,34373.2384144306,53986558.2543747
040520,13063040520,405.20,ARC 10,,,SDE,2015/06/01 14:29:56,1464,1907,251,17.1,,-523.8,24641.4699826934,23461839.6955527
040519,13063040519,405.19,ARC 10,,,SDE,2015/06/01 14:29:56,1844,2484,362,19.6,,1263.3,17351.47788866,17115163.8349647
040417,13063040417,404.17,ARC 10,,,SDE,2015/06/01 14:29:56,1699,2158,285,16.8,,12.5,29821.5471546913,55794281.806874
040203,13063040203,402.03,ARC 10,,,SDE,2015/06/01 14:29:56,1246,1738,72,5.8,,117.3,25996.583595516,31370969.9274752
040617,13063040617,406.17,ARC 10,,,SDE,2015/06/01 14:29:56,409,450,73,17.8,,520,17835.6289856536,11655272.4889782
040615,13063040615,406.15,ARC 10,,,SDE,2015/06/01 14:29:56,620,708,13,2.1,,138.5,33951.2148928142,35435849.5262866
040521,13063040521,405.21,ARC 10,,,SDE,2015/06/01 14:29:56,995,1167,75,7.5,,-113,25732.3792064938,28271805.3705894
040415,13063040415,404.15,ARC 10,,,SDE,2015/06/01 14:29:56,1843,2622,211,11.4,,-703.1,43075.6396531651,43620528.1301093
040414,13063040414,404.14,ARC 10,,,SDE,2015/06/01 14:29:56,590,684,18,3.1,,403.8,24731.3238116331,22606908.9523023
040204,13063040204,402.04,ARC 10,,,SDE,2015/06/01 14:29:56,1410,2080,151,10.7,,-625.5,26769.6454789769,29558894.3981435
040308,13063040308,403.08,ARC 10,,,SDE,2015/06/01 14:29:56,1485,1865,238,16,,-215.3,59281.3720587087,99652866.8762054
040620,13063040620,406.20,ARC 10,,,SDE,2015/06/01 14:29:56,975,1247,0,0,,366.3,68182.9027763604,98645842.0425827
040616,13063040616,406.16,ARC 10,,,SDE,2015/06/01 14:29:56,2873,3380,268,9.3,,613.8,46667.251824983,71117388.0302054
040526,13063040526,405.26,ARC 10,,,SDE,2015/06/01 14:29:56,1846,2439,120,6.5,,-89.5,41002.3827492349,54578208.7672855
040525,13063040525,405.25,ARC 10,,,SDE,2015/06/01 14:29:56,975,1090,16,1.6,,-22.2,27797.4744572379,25187031.1911264
040524,13063040524,405.24,ARC 10,,,SDE,2015/06/01 14:29:56,2618,2901,152,5.8,,-362.9,36280.591122364,58038784.2382208
040416,13063040416,404.16,ARC 10,,,SDE,2015/06/01 14:29:56,1062,1287,74,7,,-444.7,27370.8580347671,41351533.2593517
040306,13063040306,403.06,ARC 10,,,SDE,2015/06/01 14:29:56,1222,1586,102,8.3,,-125.9,31895.5718546682,47111878.7798122
040516,13063040516,405.16,ARC 10,,,SDE,2015/06/01 14:29:56,2038,2503,183,9,,755.3,31513.7803589362,47686885.9201284
040509,13063040509,405.09,ARC 10,,,SDE,2015/06/01 14:29:56,1474,1743,34,2.3,,-9,34296.2308203636,56134387.8374711
040202,13063040202,402.02,ARC 10,,,SDE,2015/06/01 14:29:56,817,1045,51,6.2,,-415.1,64926.2715414894,108730788.476529
040518,13063040518,405.18,ARC 10,,,SDE,2015/06/01 14:29:56,1594,1926,144,9,,344.3,30521.8560020031,38064341.9851784
040515,13063040515,405.15,ARC 10,,,SDE,2015/06/01 14:29:56,2401,2958,66,2.7,,-111.7,35802.9433269766,64695177.8260382
040513,13063040513,405.13,ARC 10,,,SDE,2015/06/01 14:29:56,1491,1785,0,0,,-77.8,42800.7263526328,75347754.6083964
070403,13151070403,704.03,ARC 10,,,SDE,2015/06/01 14:29:56,3403,3722,60,1.8,,204,120606.840957606,615110617.460873
070307,13151070307,703.07,ARC 10,,,SDE,2015/06/01 14:29:56,1579,1793,14,0.9,,624.1,48042.9325861239,94529810.0133227
070113,13151070113,701.13,ARC 10,,,SDE,2015/06/01 14:29:56,1418,1606,23,1.6,,6.9,54586.5527550839,72959099.3465308
070501,13151070501,705.01,ARC 10,,,SDE,2015/06/01 14:29:56,2128,2397,76,3.6,,150.7,106588.486092714,579450406.883143
070502,13151070502,705.02,ARC 10,,,SDE,2015/06/01 14:29:56,4566,4813,11,0.2,,270.4,157172.719531669,892379788.71784
070311,13151070311,703.11,ARC 10,,,SDE,2015/06/01 14:29:56,4245,4700,185,4.4,,1014.1,49252.9145494438,115148861.328023
070404,13151070404,704.04,ARC 10,,,SDE,2015/06/01 14:29:56,2369,2807,11,0.5,,165.4,152984.076093959,700020890.214068
070204,13151070204,702.04,ARC 10,,,SDE,2015/06/01 14:29:56,1517,1550,12,0.8,,81.3,71743.2359049898,268895773.786229
070310,13151070310,703.10,ARC 10,,,SDE,2015/06/01 14:29:56,1430,1575,0,0,,-157.9,57378.5231049952,156767626.619391
070205,13151070205,702.05,ARC 10,,,SDE,2015/06/01 14:29:56,3420,3827,143,4.2,,342.1,91611.8998270422,281272502.673029
070309,13151070309,703.09,ARC 10,,,SDE,2015/06/01 14:29:56,2253,2552,13,0.6,,792,53361.5212068255,127449217.505154
070114,13151070114,701.14,ARC 10,,,SDE,2015/06/01 14:29:56,2072,2343,167,8.1,,437.7,50714.2458257805,131864413.318657
070111,13151070111,701.11,ARC 10,,,SDE,2015/06/01 14:29:56,3084,3520,42,1.4,,578.6,43437.0318305067,98282784.5822697
070107,13151070107,701.07,ARC 10,,,SDE,2015/06/01 14:29:56,2190,2505,42,1.9,,136.8,66284.9371251752,236152422.564913
070109,13151070109,701.09,ARC 10,,,SDE,2015/06/01 14:29:56,1095,1243,19,1.7,,102.7,45986.0975703014,92796345.9933729
070110,13151070110,701.10,ARC 10,,,SDE,2015/06/01 14:29:56,2550,2702,13,0.5,,108.4,79198.2740407109,289385650.042818
070108,13151070108,701.08,ARC 10,,,SDE,2015/06/01 14:29:56,1708,1943,78,4.6,,337.6,64899.4670874266,137094155.059936
070306,13151070306,703.06,ARC 10,,,SDE,2015/06/01 14:29:56,3253,3669,76,2.3,,461.8,92638.3333241166,387814173.296134
070104,13151070104,701.04,ARC 10,,,SDE,2015/06/01 14:29:56,4238,4915,111,2.6,,718.3,84935.9260351564,261995193.1426
070202,13151070202,702.02,ARC 10,,,SDE,2015/06/01 14:29:56,3472,3684,28,0.8,,256.4,128127.310512952,595840497.880787
070305,13151070305,703.05,ARC 10,,,SDE,2015/06/01 14:29:56,2896,3102,38,1.3,,180.5,87097.929250796,439589876.525746
070304,13151070304,703.04,ARC 10,,,SDE,2015/06/01 14:29:56,3874,4372,405,10.5,,533.3,96317.3736662348,327602351.358724
070106,13151070106,701.06,ARC 10,,,SDE,2015/06/01 14:29:56,1863,2090,36,1.9,,120,75003.0911736002,178581833.59519
070203,13151070203,702.03,ARC 10,,,SDE,2015/06/01 14:29:56,4881,5209,22,0.5,,223.8,167830.854986734,995126676.11689
070402,13151070402,704.02,ARC 10,,,SDE,2015/06/01 14:29:56,3734,3956,68,1.8,,158.9,174937.328009589,1025649357.66926
960101,13015960101,9601.01,ARC 20,,,SDE,2015/06/01 14:29:56,583,736,5,0.9,,12.2,163293.724554807,1005186210.68307
960402,13015960402,9604.02,ARC 20,,,SDE,2015/06/01 14:29:56,3114,3473,411,13.2,,154.4,167130.81861858,558549135.461783
960901,13015960901,9609.01,ARC 20,,,SDE,2015/06/01 14:29:56,989,1076,24,2.4,,6,121278.298983443,367706005.236917
960102,13015960102,9601.02,ARC 20,,,SDE,2015/06/01 14:29:56,3279,3728,22,0.7,,24.6,281509.615139551,2372621413.12606
960802,13015960802,9608.02,ARC 20,,,SDE,2015/06/01 14:29:56,987,1243,69,7,,57.9,76749.9993650087,195134903.797111
961000,13015961000,9610,ARC 20,,,SDE,2015/06/01 14:29:56,2597,2843,57,2.2,,31.8,255401.671298723,1935952269.35267
960801,13015960801,9608.01,ARC 20,,,SDE,2015/06/01 14:29:56,1199,1318,76,6.3,,43.9,102843.55887499,260104972.53724
960300,13015960300,9603,ARC 20,,,SDE,2015/06/01 14:29:56,2278,2604,39,1.7,,41.6,222249.672665554,1718063517.56481
960902,13015960902,9609.02,ARC 20,,,SDE,2015/06/01 14:29:56,2160,2334,33,1.5,,78,88075.1147822841,394844082.510512
960500,13015960500,9605,ARC 20,,,SDE,2015/06/01 14:29:56,2730,3021,120,4.4,,231.2,77536.1248677816,261491229.158867
960600,13015960600,9606,ARC 20,,,SDE,2015/06/01 14:29:56,3147,3829,199,6.3,,140.7,76140.0210468507,269561640.261791
960200,13015960200,9602,ARC 20,,,SDE,2015/06/01 14:29:56,4004,4429,175,4.4,,44.7,226460.082912987,1900223713.73453
960401,13015960401,9604.01,ARC 20,,,SDE,2015/06/01 14:29:56,3084,3729,99,3.2,,425.7,84384.9901723506,191074437.245815
960803,13015960803,9608.03,ARC 20,,,SDE,2015/06/01 14:29:56,2012,2328,38,1.9,,22.8,148944.630062679,888751808.518403
960700,13015960700,9607,ARC 20,,,SDE,2015/06/01 14:29:56,2404,3024,245,10.2,,53.3,158811.962450753,785342099.280457
050319,13135050319,503.19,ARC 10,,,SDE,2015/06/01 14:29:56,1679,1996,122,7.3,,-660,32589.1771633987,37367601.2584155
050219,13135050219,502.19,ARC 10,,,SDE,2015/06/01 14:29:56,1418,1442,68,4.8,,-331.8,25244.1899734645,30986380.1035923
050211,13135050211,502.11,ARC 10,,,SDE,2015/06/01 14:29:56,1991,2252,141,7.1,,-947.7,24658.1824755527,37157519.6086121
050215,13135050215,502.15,ARC 10,,,SDE,2015/06/01 14:29:56,1226,1226,58,4.7,,444.6,40366.4271208468,78638954.0581277
050216,13135050216,502.16,ARC 10,,,SDE,2015/06/01 14:29:56,2652,2781,69,2.6,,637.8,60257.1104183541,150126977.757473
050527,13135050527,505.27,ARC 10,,,SDE,2015/06/01 14:29:56,1933,1995,108,5.6,,76.5,36904.9284100738,64603868.8885325
050549,13135050549,505.49,ARC 10,,,SDE,2015/06/01 14:29:56,1494,1645,15,1,,235.3,36053.1911261696,43167341.0073881
050540,13135050540,505.40,ARC 10,,,SDE,2015/06/01 14:29:56,2453,2640,19,0.8,,544.1,34324.6491541521,47214853.3892894
050722,13135050722,507.22,ARC 10,,,SDE,2015/06/01 14:29:56,1032,1081,0,0,,422.9,34298.8219015979,39144951.9731624
050729,13135050729,507.29,ARC 10,,,SDE,2015/06/01 14:29:56,1236,1341,42,3.4,,222,24483.7583686272,28993007.2155844
050725,13135050725,507.25,ARC 10,,,SDE,2015/06/01 14:29:56,1737,2004,17,1,,280,29650.458075613,53237674.0660058
050730,13135050730,507.30,ARC 10,,,SDE,2015/06/01 14:29:56,2161,2274,14,0.6,,613.3,54202.9400848743,111798631.914393
050728,13135050728,507.28,ARC 10,,,SDE,2015/06/01 14:29:56,4365,4846,54,1.2,,629.2,82877.2368260868,320360058.293466
050731,13135050731,507.31,ARC 10,,,SDE,2015/06/01 14:29:56,2866,3203,44,1.5,,753.9,60359.1931241153,171577416.509642
050609,13135050609,506.09,ARC 10,,,SDE,2015/06/01 14:29:56,3358,3851,68,2,,591.4,100848.025241196,321496348.57328
050610,13135050610,506.10,ARC 10,,,SDE,2015/06/01 14:29:56,4830,4908,114,2.4,,593.4,82791.1199757022,355837712.936432
050541,13135050541,505.41,ARC 10,,,SDE,2015/06/01 14:29:56,2073,2209,68,3.3,,442,17798.7886630528,13788331.2424275
050524,13135050524,505.24,ARC 10,,,SDE,2015/06/01 14:29:56,1862,2132,147,7.9,,348.5,28673.523508473,37021804.1499578
050547,13135050547,505.47,ARC 10,,,SDE,2015/06/01 14:29:56,2223,2427,0,0,,323.3,49922.3254714844,112608211.048153
050523,13135050523,505.23,ARC 10,,,SDE,2015/06/01 14:29:56,2783,2938,115,4.1,,691,42252.4686982713,83138996.3064406
050724,13135050724,507.24,ARC 10,,,SDE,2015/06/01 14:29:56,5116,5797,62,1.2,,962.5,84459.8540736327,282182830.113775
050543,13135050543,505.43,ARC 10,,,SDE,2015/06/01 14:29:56,2165,2269,97,4.5,,1206.5,39458.0700991747,72198149.0273743
050545,13135050545,505.45,ARC 10,,,SDE,2015/06/01 14:29:56,3512,4015,80,2.3,,1447.5,71159.1927395435,144985255.605466
050727,13135050727,507.27,ARC 10,,,SDE,2015/06/01 14:29:56,2992,3215,45,1.5,,613.8,63829.8408454816,181332933.808704
050548,13135050548,505.48,ARC 10,,,SDE,2015/06/01 14:29:56,2901,3012,38,1.3,,626.2,77634.6476707015,216368781.221667
050546,13135050546,505.46,ARC 10,,,SDE,2015/06/01 14:29:56,4472,4836,42,0.9,,1339.1,79693.9992258901,223729917.98916
050726,13135050726,507.26,ARC 10,,,SDE,2015/06/01 14:29:56,2921,3070,76,2.6,,379.3,105194.272596124,342174881.333681
050608,13135050608,506.08,ARC 10,,,SDE,2015/06/01 14:29:56,4684,4960,65,1.4,,228.3,147181.290928718,928258966.806498
050607,13135050607,506.07,ARC 10,,,SDE,2015/06/01 14:29:56,4760,5066,59,1.2,,930.9,77354.0425245026,300819182.09536
050542,13135050542,505.42,ARC 10,,,SDE,2015/06/01 14:29:56,1987,2397,87,4.4,,1649.3,32417.5718451711,39737208.8723407
050536,13135050536,505.36,ARC 10,,,SDE,2015/06/01 14:29:56,1707,1907,26,1.5,,239.7,43718.9394704979,82475892.6258606
050537,13135050537,505.37,ARC 10,,,SDE,2015/06/01 14:29:56,1690,2020,78,4.6,,660,26616.3749522093,38342505.3211158
050539,13135050539,505.39,ARC 10,,,SDE,2015/06/01 14:29:56,1520,1909,22,1.4,,1246.7,21589.7456019748,25124081.6528831
050544,13135050544,505.44,ARC 10,,,SDE,2015/06/01 14:29:56,3884,3996,74,1.9,,1249.2,52833.9065297968,108043660.615069
050535,13135050535,505.35,ARC 10,,,SDE,2015/06/01 14:29:56,2213,2354,31,1.4,,551.2,43700.3831058211,70140007.9125099
050532,13135050532,505.32,ARC 10,,,SDE,2015/06/01 14:29:56,2649,2851,57,2.2,,1328.2,36360.2115220737,62298302.2676234
050534,13135050534,505.34,ARC 10,,,SDE,2015/06/01 14:29:56,2694,2758,45,1.7,,1034.4,32954.9996238846,48910648.6951449
050723,13135050723,507.23,ARC 10,,,SDE,2015/06/01 14:29:56,2182,2378,11,0.5,,284.7,60959.005162401,101124270.410593
050435,13135050435,504.35,ARC 10,,,SDE,2015/06/01 14:29:56,1212,1296,34,2.8,,68.8,30742.6338686061,45774374.0025477
050531,13135050531,505.31,ARC 10,,,SDE,2015/06/01 14:29:56,2280,2490,0,0,,560.7,42315.1600241434,80277550.0780366
050533,13135050533,505.33,ARC 10,,,SDE,2015/06/01 14:29:56,2347,2545,23,1,,776.8,38089.2089669459,70512616.7785312
050436,13135050436,504.36,ARC 10,,,SDE,2015/06/01 14:29:56,2496,2698,120,4.8,,684.1,42872.6391555825,60219824.1775249
050433,13135050433,504.33,ARC 10,,,SDE,2015/06/01 14:29:56,930,1044,76,8.2,,450,15422.323314296,13516925.0929416
050432,13135050432,504.32,ARC 10,,,SDE,2015/06/01 14:29:56,1869,2047,17,0.9,,243.2,35083.7828182892,61957821.7517459
050434,13135050434,504.34,ARC 10,,,SDE,2015/06/01 14:29:56,2358,2746,560,23.7,,720,24989.2801529848,25286444.7732405
050321,13135050321,503.21,ARC 10,,,SDE,2015/06/01 14:29:56,1464,1499,0,0,,-12,37439.388653955,56437466.7412571
100903,13217100903,1009.03,ARC 20,,,SDE,2015/06/01 14:29:56,1914,2387,44,2.3,,344,97348.3599850762,185873569.497025
100902,13217100902,1009.02,ARC 20,,,SDE,2015/06/01 14:29:56,1832,1970,38,2.1,,287.8,53579.827338573,138876455.072916
100901,13217100901,1009.01,ARC 20,,,SDE,2015/06/01 14:29:56,3485,3796,86,2.5,,205.7,140980.989559741,684675748.531046
100201,13217100201,1002.01,ARC 20,,,SDE,2015/06/01 14:29:56,2056,2146,36,1.8,,31.4,207478.594619474,1503163639.47166
100501,13217100501,1005.01,ARC 20,,,SDE,2015/06/01 14:29:56,4930,5558,221,4.5,,1071.6,61205.7217899408,205915790.361542
100800,13217100800,1008,ARC 20,,,SDE,2015/06/01 14:29:56,3018,3518,36,1.2,,98.4,208741.985477191,1412011072.98368
100202,13217100202,1002.02,ARC 20,,,SDE,2015/06/01 14:29:56,1733,1936,23,1.3,,32.7,163270.560881812,1089690454.51313
100700,13217100700,1007,ARC 20,,,SDE,2015/06/01 14:29:56,2015,2450,128,6.4,,146.8,60764.7160952325,165203199.787259
100600,13217100600,1006,ARC 20,,,SDE,2015/06/01 14:29:56,2017,2575,54,2.7,,190.1,95335.4026172713,319966760.725387
100502,13217100502,1005.02,ARC 20,,,SDE,2015/06/01 14:29:56,2788,2979,95,3.4,,434.9,85294.4150667823,242602447.296927
100400,13217100400,1004,ARC 20,,,SDE,2015/06/01 14:29:56,1076,1257,94,8.7,,34.8,57105.6410082178,117278411.905151
100300,13217100300,1003,ARC 20,,,SDE,2015/06/01 14:29:56,3124,3434,224,7.2,,190,129832.342984355,375336724.150041
100100,13217100100,1001,ARC 20,,,SDE,2015/06/01 14:29:56,3852,4266,126,3.3,,77,189778.996598842,1341585772.55046
050322,13135050322,503.22,ARC 10,,,SDE,2015/06/01 14:29:56,1451,1500,0,0,,-170.5,34366.5502142319,55967977.2698978
050318,13135050318,503.18,ARC 10,,,SDE,2015/06/01 14:29:56,1034,1200,43,4.2,,-76.7,14847.0225078381,9223749.20263708
050320,13135050320,503.20,ARC 10,,,SDE,2015/06/01 14:29:57,1466,1722,117,8,,165.7,28433.3913328046,40131235.6630664
050317,13135050317,503.17,ARC 10,,,SDE,2015/06/01 14:29:57,1423,1782,130,9.1,,-1340,20860.6684239271,14014033.6622695
050220,13135050220,502.20,ARC 10,,,SDE,2015/06/01 14:29:57,2682,3006,49,1.8,,573.3,40395.4163652897,49179345.2384061
050214,13135050214,502.14,ARC 10,,,SDE,2015/06/01 14:29:57,2740,2984,46,1.7,,212.9,65384.2234141553,117341305.190223
050218,13135050218,502.18,ARC 10,,,SDE,2015/06/01 14:29:57,1303,1338,0,0,,81.5,25547.1636103684,36733594.8143167
050209,13135050209,502.09,ARC 10,,,SDE,2015/06/01 14:29:57,3460,3605,55,1.6,,699.6,47575.3699553051,77518191.992059
050217,13135050217,502.17,ARC 10,,,SDE,2015/06/01 14:29:57,3498,3828,14,0.4,,1133.6,49636.5240347105,139563177.075384
050529,13135050529,505.29,ARC 10,,,SDE,2015/06/01 14:29:57,1259,1435,8,0.6,,86.7,37393.6497172808,58835710.7418143
050530,13135050530,505.30,ARC 10,,,SDE,2015/06/01 14:29:57,1932,2025,25,1.3,,892.1,28062.701561499,38380698.041971
050538,13135050538,505.38,ARC 10,,,SDE,2015/06/01 14:29:57,2277,2436,13,0.6,,163.5,33034.2591361932,55027293.6547299
050525,13135050525,505.25,ARC 10,,,SDE,2015/06/01 14:29:57,2424,2817,0,0,,250.3,56030.4414630913,95976727.1670502
050528,13135050528,505.28,ARC 10,,,SDE,2015/06/01 14:29:57,1581,1641,8,0.5,,210.5,36000.6245435308,59386718.0618102
050605,13135050605,506.05,ARC 10,,,SDE,2015/06/01 14:29:57,4230,4709,13,0.3,,866.1,79462.8999056592,223985130.696129
050606,13135050606,506.06,ARC 10,,,SDE,2015/06/01 14:29:57,6495,7030,171,2.6,,862.5,87578.8816562794,418472549.451801
050210,13135050210,502.10,ARC 10,,,SDE,2015/06/01 14:29:57,2530,2748,22,0.9,,614.5,59730.7329759931,137880361.319625
050213,13135050213,502.13,ARC 10,,,SDE,2015/06/01 14:29:57,3528,3642,0,0,,928.2,58412.0846154694,187944945.808682
050208,13135050208,502.08,ARC 10,,,SDE,2015/06/01 14:29:57,2201,2487,13,0.6,,980,49582.2012706527,77179257.5240555
050212,13135050212,502.12,ARC 10,,,SDE,2015/06/01 14:29:57,3738,3798,12,0.3,,706.2,80852.4829159121,182543665.820795
050109,13135050109,501.09,ARC 10,,,SDE,2015/06/01 14:29:57,2171,2608,28,1.3,,894.4,41932.5315040377,94378120.2376617
050107,13135050107,501.07,ARC 10,,,SDE,2015/06/01 14:29:57,2314,2517,22,1,,621,70942.2927723955,199303305.344923
050108,13135050108,501.08,ARC 10,,,SDE,2015/06/01 14:29:57,2985,3029,45,1.5,,921.6,71648.950665602,159594043.922074
050105,13135050105,501.05,ARC 10,,,SDE,2015/06/01 14:29:57,1202,1317,84,7,,-70.9,66203.4000185818,156564200.108403
050103,13135050103,501.03,ARC 10,,,SDE,2015/06/01 14:29:57,3238,3738,131,4,,346.9,68576.0755906777,235608312.582868
050422,13135050422,504.22,ARC 10,,,SDE,2015/06/01 14:29:57,2217,2511,265,12,,477,22545.667469949,26987701.5622994
050304,13135050304,503.04,ARC 10,,,SDE,2015/06/01 14:29:57,1957,2168,169,8.6,,524.3,45685.0376141402,82847394.48585
050419,13135050419,504.19,ARC 10,,,SDE,2015/06/01 14:29:57,2320,2599,234,10.1,,367.6,29984.8455471199,47521320.6297555
050306,13135050306,503.06,ARC 10,,,SDE,2015/06/01 14:29:57,1096,1192,86,7.8,,-79.5,53455.588508951,109289624.247074
050106,13135050106,501.06,ARC 10,,,SDE,2015/06/01 14:29:57,3228,3664,175,5.4,,302.5,89634.3566136081,259062499.330634
050205,13135050205,502.05,ARC 10,,,SDE,2015/06/01 14:29:57,1612,1777,93,5.8,,-203,34644.0594054603,55772772.0303739
050417,13135050417,504.17,ARC 10,,,SDE,2015/06/01 14:29:57,1707,2158,186,10.9,,41,28213.1778914832,28213262.1262794
050314,13135050314,503.14,ARC 10,,,SDE,2015/06/01 14:29:57,3304,3488,29,0.9,,1386.2,42443.1960385937,57155158.2359403
050308,13135050308,503.08,ARC 10,,,SDE,2015/06/01 14:29:57,1180,1244,0,0,,70.9,43324.6674538439,61258825.2936437
